GENE	Log_Ratio_2992_1	Log_Ratio_2992_2	Log_Ratio_2992_3	Log_Ratio_2992_4	Log_Ratio_2992_5	Log_Ratio_2992_6	Log_Ratio_2992_7	Log_Ratio_2992_8	Log_Ratio_2992_9	Log_Ratio_2992_10	Log_Ratio_2992_11	Log_Ratio_2992_12	Log_Ratio_2997_1	Log_Ratio_2997_2	Log_Ratio_2997_3	Log_Ratio_2997_4	Log_Ratio_2997_5	Log_Ratio_2997_6	Log_Ratio_2997_7	Log_Ratio_2997_8	Log_Ratio_2997_9	Log_Ratio_2997_10	Log_Ratio_2998_1	Log_Ratio_2998_2	Log_Ratio_2998_3	Log_Ratio_2998_4	Log_Ratio_2998_5	Log_Ratio_2998_6	Log_Ratio_2998_7	Log_Ratio_2998_8	Log_Ratio_2998_9	Log_Ratio_2998_10	Log_Ratio_2998_11	Log_Ratio_2998_12	Log_Ratio_2998_13	Log_Ratio_2998_14	Log_Ratio_2998_15	Log_Ratio_2998_16	Log_Ratio_2998_17	Log_Ratio_2998_18	Log_Ratio_2998_19	Log_Ratio_2998_20	Log_Ratio_2998_21	Log_Ratio_2998_22	Log_Ratio_2998_23	Log_Ratio_2998_24	Log_Ratio_2998_25	Log_Ratio_2998_26	Log_Ratio_2998_27	Log_Ratio_2998_28	Log_Ratio_2998_29	Log_Ratio_2998_30	Log_Ratio_2998_31	Log_Ratio_2998_32	Log_Ratio_2998_33	Log_Ratio_2998_34	Log_Ratio_2998_35	Log_Ratio_2998_36	Log_Ratio_2998_37	Log_Ratio_2998_38	Log_Ratio_2998_39	Log_Ratio_2998_40	Log_Ratio_2998_41	Log_Ratio_2998_42	Log_Ratio_2998_43	Log_Ratio_2998_44	Log_Ratio_2998_45	Log_Ratio_2998_46	Log_Ratio_2998_47	Log_Ratio_2998_48	Log_Ratio_2998_49	Log_Ratio_2998_50	Log_Ratio_2998_51	Log_Ratio_2998_52	Log_Ratio_2998_53	Log_Ratio_2998_54	Log_Ratio_2998_55	Log_Ratio_2998_56	Log_Ratio_7475_1	Log_Ratio_7475_2	Log_Ratio_7475_3	Log_Ratio_7475_4	Log_Ratio_7475_5	Log_Ratio_7475_6	Log_Ratio_7475_7	Log_Ratio_7475_8	Log_Ratio_7475_9	Log_Ratio_7475_10	Log_Ratio_7475_11	Log_Ratio_7475_12	Log_Ratio_7475_13	Log_Ratio_7475_14	Log_Ratio_7475_15	Log_Ratio_7475_16	Log_Ratio_7475_17	Log_Ratio_7475_18	Log_Ratio_7475_19	Log_Ratio_7475_20	Log_Ratio_7475_21	Log_Ratio_7475_22	Log_Ratio_7475_23	Log_Ratio_7475_24	Log_Ratio_7475_25	Log_Ratio_7475_26	Log_Ratio_7475_27	Log_Ratio_7475_28	Log_Ratio_7475_29	Log_Ratio_7475_30	Log_Ratio_7475_31	Log_Ratio_7475_32	Log_Ratio_7475_33
CAC0021	0.158818	0.326833	0.798322	0.926652	1.375336	1.132959	0.681249	0.595031	-0.027234	0.324066	0.127625	-0.059773	-0.154616	-0.372707	0.033003	-0.068800	-0.275746	-0.194656	-0.036340	-0.197401	0.005711	-0.014267	2.952087	2.940401	0.403430	2.715328	2.889262	2.736423	2.839680	1.814156	2.813631	2.755320	-0.206491	-0.516510	-0.622874	-0.622772	-0.268029	-0.884334	-0.728970	-0.934075	-1.011196	-0.279594	-0.099664	-0.698644	-0.676950	-0.452835	-0.312508	-0.710214	-0.512203	0.200714	0.303768	-0.130546	0.263168	-0.408809	-0.147040	0.034669	-0.278016	-0.355095	-0.158666	0.380897	0.596305	-0.145872	0.749374	1.145578	0.900567	1.129445	0.022557	1.074484	0.733269	1.031721	1.219912	1.034344	1.180049	1.811159	1.732764	1.943203	2.115898	2.339473	0.466479	0.543386	0.644892	0.463083	0.323373	0.548522	-0.947761	-0.532311	-0.599789	0.042100	-0.166499	-0.445872	-0.698310	0.081825	-0.386985	0.024555	-0.304685	-0.760543	-0.359670	-0.376750	0.000000	-0.042030	0.105507	-0.402121	-0.175765	-0.183527	0.409866	-0.624104	-0.949746	-0.817803	-0.565995	-0.393005	-0.781925
CAC0022	0.588841	0.383979	0.542445	0.252438	0.540140	0.409311	0.271523	0.340805	0.301579	-0.034368	0.558577	0.948692	0.344280	0.337447	0.304714	0.373935	0.412988	0.389109	0.382216	0.485601	0.496145	0.478413	-2.533132	-2.849948	-2.364345	-2.930726	-3.140121	-2.851614	-3.073390	-3.084343	-2.296846	-2.538803	-0.041448	-0.479890	1.601836	1.094567	1.315242	1.060497	1.358792	0.161976	-0.519276	0.065364	-0.105748	-0.014591	-0.116482	-0.863076	-1.203877	-1.224659	-1.174186	-0.792113	-1.135587	-0.225739	-0.452478	0.004773	-0.183155	0.018126	-0.326547	-0.150606	-0.093858	-0.735404	-0.114613	-0.470039	-0.457805	-1.076040	-1.728870	-0.123491	-1.457743	-0.571526	-0.235168	-0.980919	-0.809714	-1.154585	-0.301976	-1.364216	-1.398763	-1.015325	-1.800835	-1.497641	0.012542	-0.137390	-0.032578	0.056138	0.028446	-0.045151	0.358175	0.530402	0.643968	0.315662	-0.014236	0.250592	0.179502	-0.015407	0.189601	0.038032	0.121428	0.349574	0.159678	0.094165	0.041351	-0.007020	-0.116005	0.000000	0.122771	0.099040	0.048765	0.124147	0.097310	0.167550	0.046864	0.045089	0.099095
CAC0023	0.558596	0.233777	1.223824	1.204759	1.228122	0.673955	0.088112	0.000000	0.778423	0.594033	0.016266	-0.010541	0.940956	0.982020	1.000400	1.006133	0.620222	0.735079	0.721592	0.854239	1.176873	0.766852	-0.570992	-0.676269	0.623836	-1.163935	-2.032859	-1.388121	-1.020821	-0.531764	-0.370009	-0.923839	0.965818	0.240483	2.644696	1.522150	2.442310	1.998012	2.232115	2.026024	1.233577	-0.379953	0.630114	0.911102	0.459133	-0.572896	-0.833239	-1.003739	-1.004419	-0.918466	-1.115313	-0.328321	-0.717559	-1.013123	-1.526078	-1.379725	-2.255524	-1.961611	-1.538905	-2.123705	-1.129953	-2.016074	-1.519596	-1.493214	0.562808	-1.364891	-1.364646	-1.068590	-0.808402	-0.658263	-0.957527	0.712124	-0.727427	0.929749	0.253432	-0.282861	0.318044	0.581241	-0.403517	-0.408926	-0.385059	0.139757	-0.084183	-0.184170	-0.306850	-0.517254	-0.232664	0.905060	0.513333	0.954756	0.503207	-0.101423	0.852730	-0.146560	0.249251	0.875336	0.620956	0.456450	0.183211	-0.082998	-0.086301	0.289117	0.276861	0.099490	0.240648	-0.286161	-0.157441	-0.311873	-0.153748	-0.354256	0.119999
CAC0024	0.995388	1.138529	-0.420472	-0.015570	0.047332	0.648388	-1.540246	-1.198908	1.285841	1.348631	1.641786	2.226888	0.276374	-0.026802	0.019113	0.084807	-0.160109	0.019934	0.266079	-0.332234	-0.055519	0.000000	-0.496306	-0.472741	-0.678503	-0.397161	-0.102413	0.861582	0.802038	1.508727	-0.046204	0.591900	0.856159	1.097348	-0.437917	-0.306397	-0.552569	-1.004075	-0.774231	-0.255088	-0.388535	-0.788760	0.025303	-0.331598	-0.162417	-0.088510	0.420987	0.957226	1.053522	0.801713	1.037449	0.554622	0.478416	-0.059797	0.769069	-0.060469	0.264262	0.284356	-0.190030	-0.291681	-0.434509	-0.300690	-0.766685	-2.166313	-1.468370	-0.886457	-0.588711	-0.872512	0.114695	-1.033685	-0.886937	-2.508868	-2.242136	-3.057772	-2.424503	-2.842069	-3.045939	-3.770763	0.192576	0.234272	0.319726	0.329389	0.343503	0.366061	-0.355265	-0.374714	-0.475644	0.775128	0.583490	1.121165	0.701775	0.135878	0.813902	-0.032198	0.224719	1.057103	0.557796	0.492318	-0.045252	-0.112059	-0.476171	-0.026542	0.700159	0.397937	0.544777	0.134563	0.238889	-0.134252	0.132735	0.139717	0.310814
CAC0025	0.013807	0.261546	-0.011160	0.028336	0.062643	0.069674	-0.296736	-0.631095	-0.242660	-0.119175	0.234109	-0.165384	-1.378426	-1.658536	-1.484150	-1.427104	-0.985970	-0.975567	-1.214461	-1.088826	-1.177670	-0.974619	2.653624	2.787734	0.332186	2.725123	2.428070	3.833992	2.845241	1.604707	2.551124	2.209217	0.204437	0.488635	-0.163777	0.400356	-0.504456	-0.291452	-0.403837	-1.063794	-0.798541	-0.185961	-0.388610	-0.479946	-0.495988	-0.375792	0.070876	-0.133075	-0.264874	0.897444	1.040300	0.593895	1.363458	0.805364	1.278426	1.239330	1.000221	0.677834	0.660158	1.338102	0.645639	0.698793	0.514239	0.828648	0.329157	0.730355	0.831652	1.024761	0.334383	0.558662	0.359432	0.352546	-0.362566	0.796495	0.096591	-0.318567	0.467676	0.003985	0.904858	0.724531	0.787621	0.663635	0.294239	0.431420	-0.276139	-0.118930	-0.166778	-0.205158	-0.535306	-0.344048	-0.814014	0.113486	-0.968626	0.113153	-0.105631	-0.463322	-0.112381	-0.519442	-0.033652	-0.340776	-0.156597	-0.365329	-0.512520	-0.602754	0.000000	-0.682471	-0.766453	-0.876717	-0.634209	-0.875828	-0.903794
CAC0026	0.560014	0.442515	0.062891	0.084966	-0.066447	0.365777	-0.310371	-0.236050	0.083118	-0.419822	0.347512	0.807459	-0.654615	-1.058559	-1.052929	-0.829310	-0.538291	-0.496431	-0.798101	-0.694524	-0.781706	-0.559420	2.732408	2.601239	0.282552	2.594877	3.073120	2.893258	2.515772	1.369675	2.678125	2.713342	-0.145003	-0.277353	-0.005930	-0.495866	-1.861861	-0.849201	-1.203068	-1.049393	-1.406340	0.053547	-1.461510	-1.370846	-1.444250	-0.258883	-0.727561	0.302385	0.167499	0.270677	0.211257	0.789258	0.798589	0.921075	0.998328	0.693021	1.087120	0.663115	1.159252	0.908647	0.673132	0.762175	0.826805	-0.276567	0.187888	0.650557	1.499906	0.946971	0.878022	0.134091	0.168386	-0.224286	-0.883822	-0.276044	-0.848468	-0.646366	0.000506	-0.222942	0.913635	0.682826	0.522623	0.493819	0.116279	0.308788	-0.234642	-0.092068	0.000000	-0.568080	-0.800029	-0.805808	-0.186110	0.750191	-0.264120	0.860792	0.311155	-0.145876	-0.373063	0.016595	0.547504	-0.108510	0.648546	-0.066452	-0.407600	-0.365041	-0.248908	-0.818864	-1.026782	-0.948593	-0.825484	-0.558567	-0.892385
CAC0027	0.277701	0.432423	-0.175735	-0.223077	-0.117818	0.054977	-0.568191	-0.608216	-0.048960	0.130118	0.354385	0.201926	-0.050406	-0.085608	0.124367	-0.211635	-0.131765	0.066230	-0.214085	-0.043623	0.289199	0.124650	2.423856	2.074448	-0.176946	2.484122	2.571872	2.272785	2.228595	1.610864	2.020793	2.350920	-0.018007	0.285363	-1.208798	-0.282461	-2.376192	-2.434788	-2.337438	-1.667575	-1.780905	-1.485291	-1.769281	-1.740624	-1.892401	-1.081804	-1.063010	-0.610225	-0.737868	-0.128688	0.219305	0.021914	0.485750	0.140284	0.645636	0.220039	0.078135	0.178365	0.677132	1.229831	0.736775	0.682946	0.191208	0.041644	0.575032	0.894725	1.079715	1.261643	1.216948	0.608484	0.432850	0.694071	0.789566	1.074316	1.267271	1.106615	0.560866	1.043441	0.039282	-0.015233	0.183415	-0.062932	-0.220004	-0.037265	-0.973892	-0.458872	-0.467148	-0.383043	0.000000	0.039744	-0.495462	0.000527	-0.347199	0.200990	-0.088520	-0.373195	-0.111801	-0.115966	0.072805	-0.773503	-0.501051	-0.761286	-0.561879	-0.310227	0.083091	-0.951380	-0.757846	-0.789014	-0.838345	-0.347233	-0.600590
CAC0028	0.311840	0.286936	0.530637	0.398193	0.484096	0.138627	0.200446	0.037139	0.454082	0.643414	0.331032	0.174109	1.158220	1.005607	1.183120	1.093596	1.110973	1.160191	1.162533	0.934502	1.026494	1.088825	2.003646	1.946570	0.444150	1.558419	1.079591	1.227070	1.842434	1.276424	2.777284	2.733545	1.415339	1.394653	0.054772	0.589524	0.178507	-0.327325	-0.418084	-1.397571	-1.175101	-1.819814	-1.234090	-1.573379	-1.627343	-2.041944	-1.728679	-0.965305	-0.396503	0.184393	0.028582	-0.515668	-0.200990	-0.368916	-0.147505	-0.266289	-0.689216	-0.862345	-0.635244	-0.234535	-0.461063	-0.661143	-1.287730	-1.411132	-1.706803	-1.244027	-1.077820	-0.522448	-0.419960	-1.504330	-1.711178	-1.486098	-0.959787	-1.262171	-1.017191	-0.546652	-0.784184	-0.690217	0.409092	0.631568	0.518920	0.088450	0.124719	0.318700	-1.263340	-1.165090	-1.253683	-0.291980	0.000000	-0.598832	0.058723	0.238106	0.278037	0.097964	0.016020	-0.123910	-0.165835	0.000434	0.193783	-0.345914	-0.282882	-0.624733	0.410451	0.368948	0.287577	-1.315123	-1.340054	-1.173785	-0.429567	-0.240185	-0.587956
CAC0029	-0.308709	-0.263680	0.180356	0.377014	0.149587	-0.366163	-0.202476	-0.463970	-0.037043	0.663176	0.420602	-0.847862	0.136307	-0.083072	0.111310	-0.007500	0.130963	0.287106	0.221212	0.082213	0.407874	0.339106	-2.217386	-2.514258	-0.998747	-2.718592	-2.534951	-2.923961	-2.072662	-1.602293	-1.553047	-1.612576	-0.513590	-0.624848	0.522444	0.997568	0.935638	0.895490	0.842258	0.511762	0.882591	0.485855	0.494699	0.779782	0.049282	0.438075	1.005947	0.251943	-0.061860	0.502444	0.326169	0.323421	1.093582	0.708788	1.045213	0.484618	0.545557	0.684445	0.488281	0.738232	0.749544	0.042481	-0.476381	-1.158638	-0.874656	-0.034456	-0.332326	1.074412	0.640567	-0.908863	-1.450317	-1.756890	-1.611786	-1.235629	-1.715642	-1.523701	-1.425041	-2.008586	0.413684	0.733879	0.365241	-1.110703	-1.117125	-1.115475	-1.267275	-1.411273	-1.441911	-1.343300	-1.091940	-1.324923	0.668379	1.175595	0.674456	1.171657	1.576051	1.331911	0.674407	0.995058	0.971459	-0.364221	-0.311662	-0.674723	0.000000	-0.092911	0.068002	-0.317175	-0.416856	-0.390806	-0.442987	-0.524494	-0.424459
CAC0030	-0.278012	-0.115287	0.266869	0.088792	-0.078991	-0.363421	-0.212428	-0.510471	0.361282	0.521655	0.550776	-0.480885	0.419177	0.175751	0.334062	0.297613	0.192775	-0.059417	0.421011	0.493075	0.551631	0.681888	-2.428510	-2.139526	-0.442135	-2.182407	-2.139526	-2.757438	-2.225440	-1.463420	-0.537371	-0.696119	-0.480407	-0.624462	1.277909	1.883657	2.056497	0.867013	0.735701	0.553076	1.453444	0.625822	1.361741	1.006853	0.060069	0.293009	0.911179	0.516659	0.203330	0.921941	0.611748	0.593831	1.210952	0.610597	0.977152	0.502691	0.000000	-0.098089	0.434175	0.819677	0.419548	-0.205556	-0.977209	-2.156249	-0.748986	-0.639051	-0.422101	0.485975	-0.331184	-1.011972	-1.461113	-1.860165	-1.611876	-1.381124	-0.656910	-0.664552	-1.332252	-0.751807	0.930612	0.927785	0.881105	-0.530978	-0.676624	-0.702219	-0.901519	-1.169750	-1.317357	-0.902806	-1.213208	-0.937977	0.812182	1.457629	0.933742	1.575953	1.496830	1.018863	0.794707	1.069379	1.336798	-0.040496	0.221756	-0.386559	0.043974	0.181290	-0.244044	-0.923704	-0.667987	-0.509134	-0.466284	-0.442561	-0.773993
CAC0031	-0.436927	-0.310909	0.646264	0.487529	0.550819	0.262389	0.383480	0.469472	-0.465831	0.195281	0.024492	-0.000573	0.226447	0.339321	0.423105	0.318410	-0.098384	0.011807	-0.180023	0.279502	0.293461	0.000000	1.659516	2.090971	0.149321	1.395371	1.232945	2.206454	1.837024	1.110468	1.612660	0.892487	2.250053	1.540385	1.819185	1.132520	-0.178133	0.666119	0.416474	0.044470	-0.135928	-0.601334	-2.142204	-1.580984	-0.927674	-1.745617	-2.327024	-2.201804	-1.939513	-1.655797	-1.401678	-0.651106	-1.240744	-1.149440	-1.549675	-1.315549	-0.782013	-0.730281	-0.443469	-1.009115	-0.754339	-1.089337	-0.117545	0.831046	-2.427834	-0.221036	-0.559455	-0.537144	0.145323	-0.222973	-0.474952	0.497248	0.063627	1.823651	0.803695	1.861877	1.987211	1.783176	0.702893	0.362855	0.703733	-0.257178	-0.490971	-0.039183	-0.425062	0.014240	-0.193818	0.110479	-0.278888	-0.006838	0.055975	0.144634	-0.259702	0.304368	-0.191860	-0.236281	0.265491	0.029513	0.361468	0.113130	0.223394	-0.276870	-0.240492	-0.173146	0.399901	-0.282856	-0.965390	-1.034716	-0.905613	-0.941426	-0.925515
CAC0032	0.975277	1.100838	0.911680	1.445348	0.756137	0.908040	-0.057884	0.928092	0.609318	1.105192	1.697389	1.806590	-0.177619	-0.476199	-0.044134	-0.439944	-0.658579	-0.426288	-0.608625	-0.691567	-0.454137	-0.474593	2.178626	2.205257	0.685586	1.687506	1.477566	0.568613	1.920258	2.173595	1.354606	1.941701	2.000296	1.468929	-0.065989	0.530481	-0.335426	0.654678	-0.293407	-0.290558	-0.073344	-2.034174	-0.342558	0.184075	0.266413	-0.770853	-0.472245	-1.302062	0.049093	-0.348506	0.327462	-0.668896	0.000000	-1.279967	-0.811226	-1.685809	-1.002199	-0.964614	-1.497445	-0.754361	-0.999802	-0.867275	-2.072039	-1.835616	-1.941928	-1.749080	-0.777382	-1.347272	-0.938993	-1.741450	-1.641120	-1.089406	-1.123440	-0.403346	0.016828	-0.536276	1.290359	-0.613298	0.832689	0.820685	1.253651	0.679146	0.628875	0.818747	-0.189653	0.270569	-0.449679	0.608869	0.257102	0.715097	0.184113	0.435901	0.390414	0.092915	0.309794	0.336566	0.235255	0.056330	0.018788	-0.546264	-0.475322	-0.311364	0.357292	0.200720	1.014102	0.102720	0.014675	-0.164557	-0.244395	-0.377940	-0.070215
CAC0033	1.339820	0.736905	0.649258	0.525400	0.728188	0.570715	0.609484	0.904028	0.258996	-0.483189	1.364576	1.882119	-0.657312	-0.689840	-0.844127	-0.658938	-0.505225	-0.438398	-0.630396	-0.331037	-0.172834	-0.429496	0.124569	-0.699012	-0.325723	-1.244569	-0.869269	-0.505611	-1.265048	-0.636076	-0.417099	-0.860749	0.163494	-0.535311	1.513802	-0.226815	1.235801	1.366964	0.820803	1.575815	0.839794	1.935581	1.614170	1.146080	2.127796	0.900861	0.184376	0.856560	0.114059	-0.166870	-0.409661	0.360691	-0.150817	0.079113	-0.617509	-0.201299	-0.571590	-0.422810	-0.452673	-1.282462	-0.435289	-1.103072	-0.387754	-2.171917	-1.673635	-0.663585	-1.781043	-0.817272	-0.853780	-0.674858	-1.405469	-2.181693	-1.650231	-1.987412	-2.270028	-1.727113	-3.190118	-2.559776	-0.015812	0.092002	0.231422	0.316991	0.247441	0.159055	0.664864	0.713674	0.625552	1.399975	0.906207	1.596487	0.821261	-0.255664	0.684089	-0.038791	0.051450	0.502365	0.831835	0.658416	0.026482	0.007676	-0.090187	-0.122729	0.606992	0.413844	0.075303	0.000000	0.297224	-0.004359	0.358273	0.338622	0.432897
CAC0034	0.201075	-0.208622	0.124918	0.369684	0.400181	0.163547	0.002641	0.232331	0.182129	0.098230	0.745121	0.818497	0.000000	-0.144149	-0.010517	-0.118912	-0.346440	-0.189762	-0.033095	-0.407609	-0.173274	-0.189888	-2.387747	-2.387830	-1.013554	-3.310910	-3.531636	-3.976153	-3.375274	-2.519357	-3.250588	-3.245933	-1.340629	-1.264242	-0.859578	-0.551010	0.113143	0.813082	0.645046	0.304631	-0.260821	-0.868287	-0.312169	0.453000	0.448957	0.048343	-0.430208	-0.785061	0.069684	0.064350	0.220561	0.131239	0.063297	0.418853	0.356295	-0.033265	0.294389	0.324898	-0.015177	-0.138436	-0.264626	0.289834	-0.260112	-0.640767	-0.232964	-0.140229	-0.112893	-0.389091	0.033193	-0.066703	0.056238	0.225400	0.797202	0.375778	0.651053	1.073092	0.383318	1.952603	0.934487	0.549792	0.734374	0.610429	0.304037	0.735961	0.742541	0.708530	0.913667	0.084185	-0.239578	-0.064548	-0.233650	0.267893	-0.003120	0.220064	-0.045534	-0.111471	0.031793	-0.087078	0.258183	0.155565	0.308573	-0.016832	-0.158629	-0.089849	0.153769	-0.034929	-0.025840	0.029411	-0.167817	-0.174780	-0.326023
CAC0035	-0.399745	-0.440602	0.074145	0.002225	0.175460	0.313743	-0.108321	-0.232739	-1.312255	-1.446048	-1.123266	-1.207243	-1.651003	-1.560187	-1.630605	-1.488124	-1.586041	-1.571643	-1.169856	-1.106232	-1.325150	-1.297508	3.043294	3.508837	-0.117852	2.378588	2.693516	3.208034	2.776929	0.528351	2.137155	1.949245	1.040454	0.644434	0.240287	0.176763	0.306178	0.046571	0.121766	-0.140501	0.147108	0.609376	-0.075350	-0.409388	-0.642698	1.139432	-0.160932	0.497260	0.147266	-0.248629	-0.358601	-0.283386	-0.161310	0.030573	0.427358	-0.084506	0.030528	-0.070848	0.253247	0.000000	0.097866	0.712556	1.337819	-0.001207	1.106434	1.307144	0.579716	0.767792	0.096606	1.332075	0.812081	1.351933	0.007438	0.707385	-0.190091	0.808271	0.556652	-0.081661	0.132131	-0.198241	-0.189156	-0.324779	-0.195569	-0.192135	-0.602067	-0.952835	-1.144146	0.177202	0.083456	0.222731	0.034514	0.078343	0.033911	-0.112611	-0.114688	-0.073819	0.243339	0.073452	0.195202	-0.077611	-0.149506	0.005053	-0.180460	-0.109129	-0.114006	-0.788250	-0.571619	-0.656691	-0.358378	-0.251680	-0.330151
CAC0036	0.444706	-0.510651	0.277715	-0.393311	0.539169	0.092074	0.268631	-0.327456	-1.355625	-1.882696	-1.251517	-1.472067	-0.505025	-0.044406	0.003002	-0.231933	-0.054690	-0.351421	-0.242420	-0.387184	-0.288465	0.014327	1.065197	0.253156	0.575854	2.326025	3.357937	2.103017	1.400358	0.375137	3.275455	2.725835	1.091794	0.171282	0.760198	0.620224	0.532114	0.439231	nan	0.608444	-0.566753	0.305407	0.015840	0.088764	-0.370284	0.343777	-0.032007	0.000000	0.416047	-0.360374	-0.573529	0.248158	-0.556642	0.218332	-0.403770	0.779676	-1.193668	-1.172152	0.025062	-0.249161	-0.093714	-0.544142	1.992515	-0.207648	0.638534	1.252797	0.546112	0.747752	-0.219816	1.625065	1.036536	2.961134	-0.692480	1.089935	-1.631898	nan	0.096497	-0.451203	0.598026	-0.095296	-0.312928	-0.378352	-0.622835	-0.862435	-0.981118	-1.953028	-1.311687	-0.164607	-0.719556	-0.576481	0.030993	-0.063683	0.073110	0.082451	-0.487992	-0.553145	0.557775	-0.060485	0.150731	0.069010	0.294204	0.441188	-0.122747	0.101153	0.023702	-1.162694	-2.042444	-2.072873	-0.747444	-0.348403	-0.931912
CAC0037	0.012283	0.152354	0.061849	-0.356229	0.352716	0.134392	0.026202	0.015908	-1.136192	-1.298867	-0.786502	-0.828840	-1.602012	-1.662804	-1.748791	-1.792061	-1.270465	-1.424241	-1.597388	-1.673306	-1.956866	-1.881082	1.717383	1.923887	0.451869	2.205302	2.062213	1.951091	1.198818	-0.111312	2.830617	1.646119	0.508727	0.000000	0.506653	-0.532237	0.165758	-0.289088	-0.605881	0.214954	-0.277473	0.067795	0.174621	-0.357989	-0.526351	0.502744	-0.209778	0.155724	-0.319806	-0.077854	-0.152610	0.340015	-0.921973	-0.202868	-0.554635	0.416982	-0.925469	-0.636418	0.003053	-0.266657	-0.678820	0.201266	1.112487	0.457595	1.955988	1.167323	0.124595	1.275919	1.063587	1.460742	1.143041	2.583916	0.762832	1.364439	-0.547172	-0.215247	0.412897	-0.328408	-0.087448	-0.509095	-0.554841	-0.586048	-0.761582	-0.883055	-1.285467	-1.963288	-1.800420	0.225713	0.083129	0.435607	0.398567	-0.364227	0.447925	-0.382957	-0.371117	-0.211514	0.630227	0.185692	0.034254	-0.054183	-0.347266	0.100571	0.401987	0.422562	0.727284	-0.889756	-1.185980	-1.289288	0.029223	0.128935	-0.247401
CAC0038	-0.065181	-0.000621	-0.026394	-0.392524	0.029893	0.243786	-0.266368	-0.139665	-0.944036	-0.900831	-0.286757	-0.877760	-0.563889	-0.622613	-0.678610	-0.761169	-0.589491	-0.562906	-0.280738	-0.813965	-0.885357	-0.965980	1.175609	1.685634	-0.063375	2.244401	1.994700	2.481630	1.719768	0.165007	1.938012	2.409034	-0.298443	-0.138392	-0.266244	0.321041	-0.020712	-1.029006	-0.400103	0.432031	-0.093277	0.186996	-0.189897	-0.326101	-0.075963	0.297631	0.508447	0.312929	0.120851	0.661490	0.252164	0.600880	0.274520	1.380574	1.255353	0.053001	0.231780	-0.248306	0.317677	0.135809	1.280058	-0.305382	2.790886	1.304665	1.619329	2.130533	2.161857	1.639760	1.640880	1.775677	1.995725	3.414427	2.579001	2.343272	-0.453400	nan	0.471889	-0.501601	0.765739	0.120648	-0.016205	0.182347	-0.170454	-0.174235	-0.582832	-1.098123	-1.003922	-0.135718	-0.683081	-0.590725	-0.276856	0.091499	0.144688	0.000621	-0.239179	-0.437186	0.035668	-0.065045	0.119290	0.075740	0.425349	0.065756	-0.142100	0.079476	0.228405	-1.483792	-1.089324	-1.101758	-0.048975	-0.103275	-0.330309
CAC0039	-0.406436	-0.286113	-0.309824	0.060898	0.484175	0.250760	0.517514	0.000000	-0.758955	-0.346229	-0.719367	-1.253981	-0.160593	0.057202	0.397069	-0.059144	0.070050	0.155499	-0.125910	-0.031983	-0.086291	0.439807	1.192203	-0.194829	-0.075953	1.386945	1.446540	2.271921	1.678844	0.055268	1.384539	0.366308	0.059824	0.574298	0.074285	0.353831	0.807606	-0.647762	-0.246884	0.120649	0.310069	0.588847	0.896095	-0.052159	0.152945	0.453931	-0.155737	-0.134608	0.091023	0.443409	-0.522956	-0.417238	-0.569101	-0.341795	-0.682973	-0.153811	-0.322939	0.768834	0.329158	0.369667	-0.634187	-0.125621	1.391202	2.854124	1.420517	1.145885	0.166450	0.106023	-0.309738	2.005208	2.718827	3.266757	0.343350	2.588018	0.841278	0.986912	3.307555	1.542769	0.311682	-0.524890	-0.478774	-0.660962	-1.040895	-1.082835	-1.570680	-2.378943	-2.026946	-0.167947	-0.659904	-0.669005	-0.103052	-0.546851	-0.259383	-0.383538	-0.923986	-0.904094	0.162839	-0.295710	-0.260542	-0.095462	-0.162999	-0.208148	0.455995	0.956176	0.919424	-1.641700	-1.665749	-1.587040	0.375838	0.507297	-0.106583
CAC0040	-1.196341	-1.215811	0.293132	0.550490	0.824236	0.346693	0.156461	-0.083478	-1.778532	-0.850987	-2.031433	-2.692023	-1.269456	-1.429599	-1.436544	-1.415830	-1.383847	-1.320747	-1.385795	-1.401868	-1.263327	-1.317024	2.123478	2.106497	1.400236	1.533148	1.367692	1.637849	2.012851	2.320581	1.515616	1.474831	1.819185	1.236327	0.165911	-0.295841	-1.232322	-0.305975	-0.623594	0.005192	-0.800931	-0.671677	-0.522904	-0.251253	-0.067102	0.139720	-0.091848	-0.061852	-0.337504	0.265739	0.311214	0.660306	-0.009055	0.706510	0.095640	0.552000	0.924637	0.831639	0.566194	0.050541	0.696060	0.141416	0.091497	-0.646454	-0.694645	0.297576	-0.017773	0.513269	0.474197	-0.251143	-0.178622	-0.509772	-0.612741	-0.612100	-0.736872	-0.458711	-0.865286	-0.744919	0.075387	0.724135	0.761577	-0.311865	-0.220420	-0.375230	-0.898463	-0.520010	-0.548239	-0.038679	-0.075622	0.000000	-0.132452	0.311128	0.030982	0.356442	0.530521	0.335622	0.257574	0.359817	0.694746	-0.118246	0.004912	0.227334	1.789506	1.893749	1.938267	-0.401041	-0.867856	-0.908703	1.428416	1.932443	1.130619
