GENE	Log_Ratio_2992_1	Log_Ratio_2992_2	Log_Ratio_2992_3	Log_Ratio_2992_4	Log_Ratio_2992_5	Log_Ratio_2992_6	Log_Ratio_2992_7	Log_Ratio_2992_8	Log_Ratio_2992_9	Log_Ratio_2992_10	Log_Ratio_2992_11	Log_Ratio_2992_12	Log_Ratio_2997_1	Log_Ratio_2997_2	Log_Ratio_2997_3	Log_Ratio_2997_4	Log_Ratio_2997_5	Log_Ratio_2997_6	Log_Ratio_2997_7	Log_Ratio_2997_8	Log_Ratio_2997_9	Log_Ratio_2997_10	Log_Ratio_2998_1	Log_Ratio_2998_2	Log_Ratio_2998_3	Log_Ratio_2998_4	Log_Ratio_2998_5	Log_Ratio_2998_6	Log_Ratio_2998_7	Log_Ratio_2998_8	Log_Ratio_2998_9	Log_Ratio_2998_10	Log_Ratio_2998_11	Log_Ratio_2998_12	Log_Ratio_2998_13	Log_Ratio_2998_14	Log_Ratio_2998_15	Log_Ratio_2998_16	Log_Ratio_2998_17	Log_Ratio_2998_18	Log_Ratio_2998_19	Log_Ratio_2998_20	Log_Ratio_2998_21	Log_Ratio_2998_22	Log_Ratio_2998_23	Log_Ratio_2998_24	Log_Ratio_2998_25	Log_Ratio_2998_26	Log_Ratio_2998_27	Log_Ratio_2998_28	Log_Ratio_2998_29	Log_Ratio_2998_30	Log_Ratio_2998_31	Log_Ratio_2998_32	Log_Ratio_2998_33	Log_Ratio_2998_34	Log_Ratio_2998_35	Log_Ratio_2998_36	Log_Ratio_2998_37	Log_Ratio_2998_38	Log_Ratio_2998_39	Log_Ratio_2998_40	Log_Ratio_2998_41	Log_Ratio_2998_42	Log_Ratio_2998_43	Log_Ratio_2998_44	Log_Ratio_2998_45	Log_Ratio_2998_46	Log_Ratio_2998_47	Log_Ratio_2998_48	Log_Ratio_2998_49	Log_Ratio_2998_50	Log_Ratio_2998_51	Log_Ratio_2998_52	Log_Ratio_2998_53	Log_Ratio_2998_54	Log_Ratio_2998_55	Log_Ratio_2998_56	Log_Ratio_7475_1	Log_Ratio_7475_2	Log_Ratio_7475_3	Log_Ratio_7475_4	Log_Ratio_7475_5	Log_Ratio_7475_6	Log_Ratio_7475_7	Log_Ratio_7475_8	Log_Ratio_7475_9	Log_Ratio_7475_10	Log_Ratio_7475_11	Log_Ratio_7475_12	Log_Ratio_7475_13	Log_Ratio_7475_14	Log_Ratio_7475_15	Log_Ratio_7475_16	Log_Ratio_7475_17	Log_Ratio_7475_18	Log_Ratio_7475_19	Log_Ratio_7475_20	Log_Ratio_7475_21	Log_Ratio_7475_22	Log_Ratio_7475_23	Log_Ratio_7475_24	Log_Ratio_7475_25	Log_Ratio_7475_26	Log_Ratio_7475_27	Log_Ratio_7475_28	Log_Ratio_7475_29	Log_Ratio_7475_30	Log_Ratio_7475_31	Log_Ratio_7475_32	Log_Ratio_7475_33
CAC3103	nan	-0.365806	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.052843	0.181592	0.015754	0.362177	1.013774	1.465529	nan	1.215357	0.873310	nan	0.917183	0.754622	-0.233526	0.898697	0.764043	2.184601	2.251790	1.882944	0.093518	1.174935	0.678346	1.515310	0.578573	1.193133	-0.058173	0.132522	0.583538	-0.651070	-0.280149	-0.358002	-0.670641	-1.525400	-1.399553	-0.854898	0.231767	-0.072306	-0.304535	0.563953	0.835530	-0.283385	0.699778	-0.004765	0.401875	0.290839	0.511980	0.695351	-0.020053	0.986026	0.119961	0.149449	-1.761425	-0.909635	-1.499453	-0.329467	-0.904605	0.000452	-0.507313	-1.360322	-0.417746	-2.526088	-1.717310	-2.436226	-1.923575	-1.478342	-4.379972	-2.564233	0.027434	-0.060455	0.083585	-0.163111	-0.252176	-0.106483	-0.686658	-0.906612	-1.164510	0.180605	-0.105254	-0.076916	0.152826	-0.007749	0.313178	0.225870	0.069273	0.122633	0.079012	0.226073	0.110674	-0.060372	-0.020203	-0.255455	-0.000452	0.100386	-0.208236	-0.326767	0.002041	0.039615	-0.216746	-0.234106	0.059113
CAC3104	-0.130300	0.296019	nan	nan	nan	nan	-0.501020	nan	nan	nan	nan	nan	1.258181	1.247343	0.696951	0.890709	0.785558	1.125338	nan	1.206530	1.024869	nan	1.727157	1.743020	0.489974	1.808716	2.554633	0.367564	0.942867	0.901537	2.355192	3.078376	0.685816	0.860512	0.118476	0.873853	-0.900670	-1.341147	-1.170153	-2.275940	-1.458893	-1.971965	-1.344782	-2.284321	-1.570122	-1.530763	-0.968859	0.165688	0.427050	-0.687116	-0.525382	-1.267153	-0.689208	-1.135075	-0.457672	-0.806507	-0.830797	-0.885696	-0.292724	0.109350	0.488060	1.514283	0.054940	-1.212389	-0.660780	0.761666	0.407052	0.917541	0.903587	-0.702068	-0.054619	-2.039120	-0.659958	-1.160924	-0.657565	-1.038953	-1.892466	-1.195929	0.172760	0.104905	0.120076	-0.102694	-0.110445	-0.120929	-0.191060	-0.319153	-0.282558	-0.000794	-0.120594	-0.036690	0.011839	0.000794	0.115330	0.242178	0.137542	0.014357	0.182121	0.074181	0.094373	0.070664	-0.139447	-0.098886	0.084302	0.034451	0.041212	0.037178	-0.019396	-0.025555	-0.182157	-0.027068	-0.141550
CAC3105	nan	nan	-0.592235	-0.763572	nan	nan	nan	nan	nan	nan	nan	nan	0.558053	0.870187	0.697121	0.750169	-0.350925	0.870992	nan	0.643192	0.438170	nan	1.724281	1.450758	0.126311	1.294526	1.441137	0.577543	1.019374	1.038933	1.982334	2.462500	1.061113	1.466102	0.194930	1.173674	-0.669487	-0.917508	-0.856604	-2.289648	-1.551452	-1.129441	-0.763265	-1.403716	-1.325884	-0.601448	0.533134	1.429508	1.135514	0.563421	1.064395	-0.165224	0.811777	0.432961	1.351174	1.034122	0.654066	0.907352	1.094439	1.476037	1.900794	2.174367	1.859139	1.856703	1.183006	2.681832	1.441013	2.749419	2.688433	0.432088	0.863433	-0.252921	0.452146	-1.172492	-0.065621	-0.497312	-1.106598	-0.712134	0.022036	-0.101269	-0.162203	-0.325413	-0.352315	-0.282623	-0.429138	-0.581385	-0.642759	-0.150637	-0.313871	-0.259902	-0.006351	-0.261595	-0.011055	0.024271	-0.114192	-0.150172	-0.094310	0.000000	-0.139578	0.057429	-0.222966	-0.357074	-0.051082	-0.036610	-0.115111	-0.254452	-0.284737	-0.228242	-0.490998	-0.311321	-0.377991
CAC3106	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.426250	0.659945	0.223091	nan	0.750603	0.292581	nan	nan	0.677246	nan	1.085372	1.032717	0.056015	0.530628	0.534066	0.288773	0.061634	0.442543	1.138799	1.413212	0.682296	0.535365	0.153118	-0.843423	-1.507898	-1.066878	-1.110078	-1.985349	-2.356780	-0.882203	-1.476840	-2.055308	-1.781431	-0.458933	-0.382620	1.147532	0.768281	0.084751	-0.182231	0.195945	-0.231778	0.493567	0.363571	0.779362	0.862738	1.064686	0.977593	0.889778	1.615821	1.927389	1.956634	1.247605	1.965144	3.077813	2.324903	2.258087	2.567726	1.451061	1.546559	1.092593	1.148522	1.246477	1.583197	0.843738	-0.957172	1.299400	-0.088725	-0.197130	-0.113883	-0.230417	-0.301455	-0.286107	-0.393039	-0.511580	-0.478904	-0.116847	-0.288372	-0.249286	0.000000	-0.079210	-0.022891	-0.062499	-0.089030	-0.037345	-0.102663	-0.074741	-0.106937	-0.090600	-0.235454	-0.288701	-0.148736	-0.074246	-0.234008	-0.159326	-0.422590	-0.326779	-0.516096	-0.308054	-0.321172
CAC3107	-0.776012	-0.340672	-0.088053	-0.141107	-0.416165	-0.300993	-0.902869	nan	nan	nan	0.000000	-0.823577	1.181247	1.273407	1.633685	1.536255	0.829325	1.154829	nan	0.927695	1.045944	1.572096	1.808612	1.617635	0.659064	0.829781	1.474684	-0.156398	-0.226871	-0.167824	2.079924	2.737414	0.650475	0.684457	-0.610778	0.673841	-1.355701	-2.089478	-1.972209	-2.327868	-1.220507	-1.612000	-1.902970	-1.560680	-1.622029	-0.901648	-0.764638	0.986690	0.990072	0.764139	0.156033	-0.307038	-0.101587	0.139547	-0.112729	-0.125520	-0.076190	0.098889	0.250869	0.358817	0.937164	1.716897	1.430058	0.410902	1.170584	1.513332	1.954493	1.900910	1.471606	0.421330	0.158357	-0.797097	-0.628012	0.394825	-0.123532	-1.111627	-1.920693	-1.337588	0.206176	-0.144547	0.067204	-0.169970	-0.384273	-0.413014	-0.716071	-1.564693	-1.397521	0.230053	-0.190733	-0.256901	0.301856	0.033097	0.322167	0.273433	0.226931	0.013959	0.415263	0.316174	-0.110611	0.283578	0.040921	-0.033505	-0.018058	0.105338	-0.265287	-0.195889	-0.084430	-0.078282	-0.679584	-0.197584	-0.121501
CAC3108	-0.099789	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.700787	0.799763	0.814185	1.074479	1.130627	nan	nan	1.483919	1.203873	nan	0.613068	0.510281	-0.146236	0.560443	0.532930	-0.292123	-0.060888	1.061989	1.197914	1.242500	1.133630	-0.214022	0.840421	-0.736458	-1.791548	-0.539846	-1.532364	-1.826350	-2.571160	-0.356316	-1.506641	-1.022254	-1.772652	0.015062	-0.486439	1.286691	0.867169	-0.263704	-0.151925	0.433797	-0.313160	0.660969	0.202963	0.631908	1.155375	1.030585	1.428984	0.581480	1.922241	1.870656	2.159268	1.422199	0.953867	3.043256	2.044366	2.070381	2.681608	1.630117	0.851984	0.405330	0.573010	-0.273374	-0.353156	-0.253051	-1.599727	-0.268264	0.183661	-0.289040	-0.204320	-0.193822	-0.369525	-0.370223	-0.736877	-1.272750	-1.077107	-0.013445	-0.298960	-0.383037	0.270166	-0.305006	0.163444	0.242637	-0.057485	-0.031450	0.294453	0.174897	-0.347552	0.103676	0.000000	-0.240921	-0.162265	0.049235	-0.249169	-0.334397	-0.387024	-0.289577	-0.751840	-0.523073	-0.463678
CAC3109	0.000000	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.258650	1.345329	1.274269	1.424386	1.166444	1.219823	nan	1.409932	0.930753	nan	0.771543	0.602405	-0.204218	0.718363	1.347625	-0.467399	-0.143517	0.139309	1.433753	1.528522	1.105579	0.856826	0.298633	0.494578	-1.579473	-1.886007	-2.515391	-1.877729	-1.817620	-2.942893	-1.419403	-1.676112	-1.677941	-0.945382	-0.330330	0.637320	nan	0.130860	0.081169	-0.612233	-0.295304	-0.700232	-0.137476	-0.001194	-0.193385	-0.205770	0.225395	0.800265	0.736073	1.712349	0.388462	0.111237	-0.375518	0.615144	1.571006	1.198261	1.316960	0.340410	-0.497153	-2.089736	-0.448477	-2.503693	-1.141445	-1.260510	-1.435752	-2.621607	0.200346	0.020194	-0.020731	-0.226613	-0.159167	-0.339516	-0.229353	-0.384299	-0.196914	-0.023461	-0.189503	-0.162604	0.341534	-0.036562	0.201788	0.231006	0.135780	0.211370	0.284507	0.222097	0.033013	0.138793	-0.073039	-0.025365	0.125840	0.189044	0.017929	0.055619	-0.342834	-0.170634	-0.665877	-0.340218	-0.410121
CAC3110	-0.018934	0.077791	nan	-0.436190	nan	nan	nan	nan	nan	nan	nan	nan	1.744119	1.756819	1.699923	1.543381	1.795487	nan	nan	1.957005	1.829369	nan	0.990014	0.992431	-0.237368	0.215251	1.172251	-0.075590	1.268698	0.777678	1.517309	2.191165	0.851317	0.740595	-0.775895	0.593029	-1.274243	-1.678081	-1.012881	-2.274667	-1.526538	-2.545081	-1.123563	-1.460261	-1.305859	-0.588292	-0.041421	0.256272	nan	0.325569	0.388552	-0.922309	0.146515	-0.361714	0.120878	-0.308958	-0.162485	-0.101329	0.152446	1.276347	0.686937	1.901626	0.766326	0.396725	-0.045908	1.831741	1.300667	1.859555	1.759892	0.110159	-0.366893	-1.776308	-0.350261	-1.894438	-1.137588	-1.273565	-1.848487	-1.455541	-0.007754	0.020713	-0.007729	-0.116189	-0.040491	-0.078781	-0.255516	-0.484585	-0.472191	-0.092410	-0.048290	-0.009882	0.186326	-0.021685	0.050778	0.042852	0.004932	0.187680	0.099498	0.048106	0.105460	0.066231	-0.058204	-0.090681	0.045410	0.067629	-0.061846	0.018541	-0.007655	0.033060	-0.025860	-0.004932	-0.055151
CAC3112	-0.483561	-0.167644	-0.627619	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.939327	2.033355	1.889098	1.811257	nan	nan	nan	2.613364	2.696618	nan	1.004476	1.248001	-0.017761	0.830932	0.798210	0.135692	0.460045	0.028394	1.686344	2.372813	-0.056562	0.024007	-0.026166	1.216434	-0.419066	-1.799188	-1.566074	-2.134684	-2.140139	-1.468856	-0.687980	-0.970234	-0.846225	-0.540578	-0.021665	0.875119	1.243975	1.226734	1.010737	-0.466477	0.450074	-0.162107	0.858183	0.356925	0.262377	0.277214	0.871856	1.481890	1.104227	2.001133	1.271921	1.237385	1.358540	2.021642	1.520900	2.421777	1.948656	0.252677	1.265494	0.569914	0.682992	0.926894	1.311714	0.476659	0.828163	0.817092	-0.017546	-0.053036	-0.050830	-0.225028	-0.316551	-0.307389	-0.230815	-0.594459	-0.388893	-0.114736	-0.256083	-0.276226	0.013835	-0.313756	0.013502	-0.009109	-0.257770	-0.145428	-0.031403	-0.128177	-0.428188	0.009109	-0.184969	-0.414035	-0.048686	-0.081964	-0.136070	-0.114077	-0.329426	-0.262043	-0.509033	-0.217085	-0.461990
CAC3113	0.014981	0.017093	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.466230	0.627809	0.635938	0.525189	0.076685	0.781063	nan	0.882087	0.879086	nan	0.002531	-0.376060	-0.790430	-0.040364	-0.186887	-1.514061	-1.273300	-0.803204	0.878372	0.612739	-0.518877	-0.380269	-0.569692	-0.200713	-1.456332	-2.612021	-2.500602	-2.747467	-1.938484	-3.591082	-1.934792	-1.704411	-2.155968	-0.945370	-0.877390	0.131299	-0.043306	-0.314056	-0.394749	-0.821061	-0.627184	-0.489791	-0.469071	-0.168322	-0.265318	0.000000	0.043803	0.159127	0.589319	1.296422	0.651486	-0.556787	-1.058062	0.940684	1.077355	1.181279	0.901970	1.084670	0.179435	-1.546178	-0.394119	-2.276487	-1.903643	-2.421557	-2.972528	-2.569305	0.201555	0.073982	0.066480	0.050008	0.036992	-0.009717	-0.215035	-0.257785	-0.068579	-0.118758	0.012798	-0.141289	0.314452	0.084037	0.216712	0.129938	0.035765	0.109090	0.147368	-0.023339	-0.042416	0.119208	-0.009315	0.115781	0.161301	0.196675	0.305606	0.422856	0.150714	0.141352	0.068997	0.149140	0.068485
CAC3114	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.587546	0.622619	0.362819	nan	0.351029	0.886171	nan	nan	nan	nan	0.494454	0.033412	nan	-0.018290	-0.274432	-0.594962	-1.130057	-0.601475	0.242004	0.188046	-0.464436	-1.018967	-0.552162	-1.473282	-1.710465	-1.867536	-1.920233	-1.027369	-1.713627	-1.358572	-1.832649	-1.333184	-1.947359	-0.696520	-1.214151	0.757460	0.179430	0.178098	-0.866057	-0.037925	-0.981988	0.245361	-0.563139	0.242227	-0.065002	-0.092030	0.573224	-0.004181	1.428201	0.995406	2.347465	0.935942	1.743507	1.854546	2.001544	1.450257	2.081484	1.106334	1.145020	2.443830	1.866214	2.094263	2.182932	2.088122	0.532497	1.679233	0.079092	0.019507	0.032068	-0.042950	-0.002363	0.000000	-0.132661	-0.193196	-0.247527	0.061790	-0.014418	0.018964	-0.033522	-0.083527	0.126473	0.003535	0.035790	0.002472	-0.027746	0.044577	-0.040357	-0.060140	-0.034979	-0.140706	-0.044782	0.022398	-0.041173	-0.094220	0.008072	0.060534	-0.074896	-0.009436	-0.027193
CAC3115	-1.411808	-0.420177	-0.771953	-0.381851	nan	nan	nan	nan	nan	nan	nan	nan	0.704055	1.093654	0.784559	0.914726	0.830981	0.916894	nan	1.062565	1.042042	1.384313	0.742358	0.645472	-0.191330	0.279364	0.909799	1.088828	1.114456	0.295486	0.892699	1.890801	-0.309794	0.572914	-0.441630	1.274556	-0.836431	-1.227901	-1.132975	-2.686320	-1.712910	-1.040514	-0.585886	-1.221323	-1.075299	-1.131498	0.152426	0.969062	0.678312	0.070410	0.580038	-0.574487	0.463388	-0.311975	0.647794	0.163124	0.189136	0.159460	0.336951	1.690700	1.429676	1.901067	1.166818	2.047355	1.545896	1.861297	2.239797	2.451155	2.374950	0.629362	1.118415	-0.944832	0.249148	0.162109	0.200618	-0.682194	-2.184568	-0.518775	-0.021179	-0.435450	-0.588602	-0.586001	-0.552936	-0.801683	-1.321091	-0.858584	-0.686569	-0.216678	-0.804581	-1.217540	0.058874	-0.579442	0.083825	0.131342	-0.184340	-0.146953	-0.050410	-0.050107	-0.592903	-0.138906	-0.386748	-0.460133	-0.307132	-0.276386	0.064219	0.021179	-0.684318	-0.720188	-1.172341	-0.774041	-0.830199
CAC3116	-0.512851	nan	nan	-0.190727	nan	nan	-0.290501	nan	nan	nan	nan	nan	0.704767	0.881762	0.832317	1.097859	1.530624	1.401780	nan	1.813228	1.477576	nan	0.940982	0.782671	-0.239224	0.459764	0.877608	1.430578	2.051767	1.178839	1.375687	1.442545	1.098102	0.617913	0.497773	-0.018523	-1.406560	-0.560504	-0.120699	-1.713150	-2.014377	0.038817	-1.213565	-0.665810	-1.415861	0.052813	0.133797	1.469409	1.074098	0.018523	0.446094	0.543966	0.125251	0.890082	0.830037	1.017059	1.038364	1.043140	1.467038	1.281327	2.273040	2.175081	2.143358	1.774562	1.200719	2.785659	2.262143	3.039586	2.698598	1.339272	0.938589	-0.275356	0.326953	0.539621	0.098490	-0.627467	-1.456050	-0.618631	-0.201619	-0.249879	-0.223747	-0.242956	-0.323527	-0.288108	-0.461416	-0.440114	-0.446402	-0.176781	-0.255542	-0.195521	-0.175287	-0.272730	-0.239668	-0.143126	-0.225431	-0.128716	-0.172278	-0.165060	-0.194136	-0.213993	-0.264514	-0.398833	-0.153367	-0.125254	-0.356955	-0.148295	-0.337596	-0.232082	-0.347281	-0.305357	-0.300591
CAC3117	-0.377406	nan	-0.473535	nan	nan	nan	-0.295174	nan	nan	nan	nan	nan	0.756099	0.897326	1.206046	0.911502	1.271234	1.301909	nan	1.497687	1.414512	1.599412	0.773739	0.449931	-0.034386	0.719163	0.686449	1.624050	1.144358	0.491760	1.003784	1.960806	0.253950	0.414391	0.443740	-0.097927	-1.295787	-0.834095	-0.924943	-2.297320	-2.563642	0.372037	-1.152977	-0.610222	-1.040973	-0.069630	0.130002	1.031936	1.130495	0.188350	0.507032	0.248599	0.517576	0.709790	0.751135	0.632810	0.483457	0.227230	1.159706	1.399812	1.857999	1.771271	2.112512	2.248589	1.279478	2.867027	2.603953	2.898592	2.383912	1.831566	1.098525	-0.124414	1.567326	0.326844	-0.057257	-0.941510	-0.667574	0.657150	-0.043992	-0.133539	-0.242262	-0.243003	-0.324182	-0.412277	-0.659788	-0.871411	-0.634681	-0.095388	-0.277033	-0.233879	0.000000	-0.351308	-0.138451	-0.054623	-0.260479	-0.229433	-0.096328	-0.163532	-0.302249	-0.016278	-0.160276	-0.387306	-0.241750	-0.163484	-0.152093	-0.236790	-0.305544	-0.266873	-0.509214	-0.294956	-0.380535
CAC3118	-0.244786	-0.157036	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.239081	0.392080	0.273156	0.706433	0.556245	1.655483	nan	0.937885	0.694404	nan	1.042191	0.583989	-0.315285	0.829299	0.684471	0.226347	0.170325	0.576698	1.014815	1.371828	0.745022	0.660852	0.137474	-0.953690	-2.227155	-1.929099	-2.124888	-2.588782	-2.683433	-1.056274	-2.102482	-2.035729	-1.892928	-0.397258	-0.602294	0.996198	0.848139	-0.042005	-0.527085	-0.251373	-0.226953	0.323306	0.235235	0.619524	0.760261	0.857638	1.157676	0.940427	1.291856	1.410448	1.822086	0.858736	0.877222	2.389367	2.056178	1.680972	2.110449	1.432999	0.875262	0.058284	0.827519	-0.659339	-0.352564	-0.266621	-1.868738	-1.065085	0.071739	-0.248710	-0.086162	-0.135488	-0.266754	-0.244594	-0.425765	-0.898138	-0.958047	0.000000	-0.097184	-0.143877	0.040434	-0.238378	0.121375	0.028028	-0.187584	-0.120318	-0.043916	0.008830	-0.262320	0.032974	0.005308	-0.425884	-0.184165	-0.089505	-0.267384	-0.356369	-0.232106	-0.284225	-0.436608	-0.454995	-0.353034
CAC3119	-0.339738	-0.096176	-0.570639	-0.472341	nan	nan	nan	nan	nan	nan	nan	nan	0.773454	1.078303	1.036955	0.861041	1.237166	1.314129	nan	1.394750	1.216319	1.409548	1.281156	0.716352	-0.094566	0.906560	0.920998	0.667326	0.915608	1.281472	1.516686	2.054722	0.942332	0.438084	-0.083429	-0.514928	-1.581273	-1.204828	-1.278495	-2.301646	-2.201728	-1.181316	-1.687729	-1.425004	-1.880517	-0.228909	-0.380250	0.780106	0.577225	-0.305842	-0.117624	-0.123945	-0.324791	0.021008	0.114918	0.664116	0.400489	0.239932	0.759701	0.562118	0.778836	1.620805	1.617475	1.076476	0.326471	1.929419	2.067309	2.060234	1.885897	0.922955	0.324110	-1.324455	-0.308991	-1.675057	-1.643863	-1.665907	-1.746670	-1.400868	0.159863	0.063166	-0.151178	-0.255144	-0.254072	-0.411018	-0.774773	-1.456650	-1.254829	0.035245	-0.195952	-0.379523	0.130900	-0.319711	0.166656	0.044239	-0.286496	-0.362019	0.160502	0.087742	-0.399357	0.145259	0.019873	-0.282444	-0.108294	0.016081	-0.341615	-0.420951	-0.016081	-0.139190	-0.348499	-0.389698	-0.294129
CAC3120	-0.689734	-0.196650	nan	-0.438675	nan	nan	nan	nan	nan	nan	nan	nan	0.473709	0.663596	0.543007	0.802104	1.129076	1.042392	nan	1.508637	1.078674	1.657954	0.946858	1.119376	-0.089807	0.606497	1.320232	0.912863	1.540515	0.770876	1.512197	1.841448	0.428547	1.049039	-0.114080	0.490523	-1.334907	-1.317409	-0.775491	-2.378741	-2.124920	-0.708760	-0.972786	-0.711629	-1.173608	-0.664777	0.192685	0.827017	0.924858	-0.164962	0.265162	-0.302161	0.218944	0.000000	0.821798	0.458593	0.537632	0.513700	0.854488	1.166190	1.202293	1.675039	1.576775	2.301342	1.888437	2.293608	2.201267	1.844935	2.456043	0.691622	1.117496	1.098611	1.005956	2.237619	1.003979	1.788770	0.714672	2.014500	-0.278901	-0.418195	-0.409403	-0.501379	-0.435606	-0.435395	-0.947027	-0.962474	-0.850028	-0.346192	-0.410720	-0.375951	-0.114063	-0.260891	-0.164426	-0.224986	-0.187610	-0.169688	-0.217856	-0.151913	-0.282050	-0.240633	-0.440208	-0.501407	-0.377482	-0.343362	-0.310150	-0.396059	-0.354396	-0.399885	-0.586218	-0.531090	-0.459575
CAC3121	0.011674	0.202900	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.597288	0.734209	0.645238	0.761148	0.780638	nan	nan	1.010199	0.751213	nan	0.453696	0.338627	0.102605	0.279968	0.284148	-0.422769	-0.494483	-0.350455	0.676747	0.698486	-0.189155	-0.051959	-0.811603	-1.000175	-1.579430	-1.792549	-1.646354	-1.574175	-2.229777	-0.636170	-1.359568	-1.492143	-1.158672	-0.315653	-0.705859	1.040142	0.875675	-0.040736	-0.565499	-0.273191	-0.474984	0.228470	-0.005696	0.534386	0.490426	0.602884	0.833837	0.474802	1.283324	1.177486	2.078860	1.141704	2.126369	1.811974	1.762322	1.766080	1.727127	1.107905	1.445527	2.370662	1.614919	2.404573	2.833275	2.358996	1.537316	2.657318	0.014658	-0.257451	-0.171407	-0.119208	-0.227626	-0.207843	-0.410569	-0.428423	-0.503850	0.027424	-0.160053	-0.092972	0.021923	-0.162755	0.005696	0.047521	-0.007889	-0.065086	0.074777	0.034104	-0.160583	-0.025119	-0.055369	-0.333535	-0.192256	-0.114813	-0.110817	-0.185670	-0.243493	-0.183804	-0.447530	-0.304011	-0.286036
CAC3122	-0.022789	0.317301	-0.622753	-0.312742	nan	nan	nan	nan	nan	nan	nan	0.003539	0.834583	1.005704	1.165589	1.088897	1.026248	1.434742	nan	1.239240	0.987553	nan	0.451687	0.600415	-0.268770	0.587627	0.806760	-0.994503	-0.538356	-0.275277	1.045188	1.002730	-0.490218	-0.091394	-1.187906	-0.384371	-2.062880	-2.237560	-2.701323	-2.869941	-1.787393	-3.090632	-1.620426	-1.647388	-1.993529	-0.933241	-0.375439	0.437959	0.541597	-0.036021	0.078346	-0.861602	-0.110913	-0.096506	0.052367	0.118228	0.293186	0.590138	0.452858	0.643105	0.705490	1.711969	1.170957	0.096332	-0.550348	1.560114	1.395554	1.695718	1.897933	1.113149	-0.008959	-1.017711	0.301400	-1.728231	-0.899344	-2.121564	-1.199190	-2.069559	0.181121	0.029060	0.033192	0.006286	-0.078370	-0.141371	-0.436290	-0.799023	-0.821248	0.102452	-0.011632	0.033657	0.303066	-0.096549	0.193556	0.079706	-0.079228	-0.003539	0.208065	0.195137	-0.067030	0.265959	0.080946	-0.020965	0.136937	0.147579	-0.118957	-0.170153	-0.037126	0.009023	-0.322744	-0.174971	-0.135227
CAC3123	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.052379	nan	1.343128	1.263332	1.454468	1.705260	nan	1.942160	1.500634	2.089432	1.404055	0.929813	0.377442	0.772266	0.691882	0.581465	0.612267	1.397328	1.036865	1.737166	0.919702	0.111877	0.376757	-0.967005	-2.077158	-0.822599	-1.529602	-2.181107	-2.175226	-0.786380	-1.512612	-1.798220	-1.441583	-0.632813	-0.544211	1.301236	1.088090	-0.319763	-0.078423	0.285686	-0.326493	0.553702	0.280629	0.997218	1.068355	0.953413	1.299335	0.913881	1.774120	1.581058	1.597721	1.360046	1.071191	2.679398	1.652276	1.769895	2.450561	1.187979	0.782360	0.631806	0.991829	0.777933	-0.011906	-0.643973	-0.948048	0.253268	0.045046	-0.022530	-0.044586	-0.141307	-0.252924	-0.248530	-0.170350	-0.355614	-0.305323	-0.017277	-0.144474	-0.061962	-0.022311	-0.158732	-0.041636	-0.068449	-0.166697	-0.110924	0.000000	-0.043685	-0.226422	0.001348	-0.180328	-0.340819	-0.033765	-0.094839	-0.198107	-0.265486	-0.195465	-0.196511	-0.465944	-0.298442	-0.320694
CAC3124	-0.181344	-0.175649	-0.416691	-0.435173	nan	nan	-0.734870	nan	nan	nan	-0.123231	0.021819	1.259432	1.541287	1.720162	1.454990	1.200687	1.176349	nan	1.404416	1.132561	nan	0.937519	0.894822	-0.117614	0.343013	0.547114	0.823601	0.929055	0.388234	1.011180	1.574998	0.204868	0.159428	-0.598956	-0.050778	-1.226896	-1.321623	-0.882866	-2.194690	-2.254925	-0.959843	-0.930163	-0.737264	-1.072742	-0.187573	0.307759	1.262661	1.179565	0.699626	0.763805	0.299784	0.700883	0.557354	0.959495	0.893706	0.785135	0.918680	1.221566	1.626662	1.903979	1.580831	2.025432	1.811483	1.265019	2.860735	2.029523	2.555995	2.507115	1.227436	0.990906	0.612147	1.439646	0.669470	0.615033	-1.162459	-0.439664	0.796673	0.041324	-0.349759	-0.197279	-0.274193	-0.533724	-0.410797	-0.435659	-1.431315	-1.327870	-0.021819	-0.286056	-0.408309	-0.107696	-0.501559	0.045229	-0.065158	-0.432593	-0.432403	-0.111444	-0.118546	-0.398081	-0.051770	-0.249573	-0.573450	-0.295788	-0.193303	-0.644517	-0.655118	-0.330161	-0.289158	-0.627300	-0.473335	-0.479755
