GENE	Log_Ratio_54_1	Log_Ratio_54_2	Log_Ratio_54_3	Log_Ratio_54_4	Log_Ratio_54_5	Log_Ratio_54_6	Log_Ratio_54_7	Log_Ratio_54_8	Log_Ratio_7311_1	Log_Ratio_7311_2	Log_Ratio_7311_3	Log_Ratio_7311_4	Log_Ratio_7311_5	Log_Ratio_7311_6	Log_Ratio_7311_7	Log_Ratio_7668_1	Log_Ratio_7668_2	Log_Ratio_7668_3	Log_Ratio_7668_4	Log_Ratio_7668_5	Log_Ratio_7668_6	Log_Ratio_7669_1	Log_Ratio_7669_2	Log_Ratio_7669_3	Log_Ratio_7669_4	Log_Ratio_7669_5	Log_Ratio_7669_6	Log_Ratio_7669_7	Log_Ratio_7669_8	Log_Ratio_7669_9	Log_Ratio_7669_10	Log_Ratio_7669_11	Log_Ratio_7669_12	Log_Ratio_7669_13	Log_Ratio_7669_14	Log_Ratio_7669_15	Log_Ratio_7669_16	Log_Ratio_7669_17	Log_Ratio_7669_18	Log_Ratio_7669_19	Log_Ratio_7669_20	Log_Ratio_7669_21	Log_Ratio_7669_22	Log_Ratio_7669_23	Log_Ratio_7669_24	Log_Ratio_7670_1	Log_Ratio_7670_2	Log_Ratio_7670_3	Log_Ratio_7670_4	Log_Ratio_7670_5	Log_Ratio_7670_6	Log_Ratio_7670_7	Log_Ratio_7670_8	Log_Ratio_7670_9	Log_Ratio_7670_10	Log_Ratio_7670_11	Log_Ratio_7670_12	Log_Ratio_7670_13	Log_Ratio_7670_14	Log_Ratio_7670_15	Log_Ratio_7670_16	Log_Ratio_7670_17	Log_Ratio_7670_18	Log_Ratio_7670_19	Log_Ratio_7670_20	Log_Ratio_7670_21	Log_Ratio_7670_22	Log_Ratio_7671_1	Log_Ratio_7671_2	Log_Ratio_7671_3	Log_Ratio_7672_1	Log_Ratio_7672_2	Log_Ratio_7672_3	Log_Ratio_7672_4	Log_Ratio_7672_5	Log_Ratio_7673_1	Log_Ratio_7673_2	Log_Ratio_7673_3	Log_Ratio_7673_4	Log_Ratio_7674_1	Log_Ratio_7674_2	Log_Ratio_7674_3	Log_Ratio_7674_4	Log_Ratio_7674_5	Log_Ratio_7674_6	Log_Ratio_7675_1	Log_Ratio_7675_2	Log_Ratio_7675_3	Log_Ratio_7675_4	Log_Ratio_7675_5	Log_Ratio_7675_6	Log_Ratio_7676_1	Log_Ratio_7676_2	Log_Ratio_7676_3	Log_Ratio_7676_4
Cj1549c	0.146376	0.569655	0.251730	0.000000	0.141248	0.142181	0.338437	0.421414	-0.565686	0.482649	-0.566112	0.106511	-0.563539	-0.239004	-0.031443	nan	-5.910661	0.456025	nan	nan	nan	0.376979	0.075037	0.091264	-0.312930	0.532113	0.532201	-0.342186	-0.280886	-0.306806	-0.474943	0.057230	0.136967	0.540155	0.317028	-0.044552	0.293948	-0.122486	-0.328989	-0.456458	-0.187167	0.192446	0.137678	-0.215472	-0.109480	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.011477	-0.304649	-0.390791	-1.211258	1.030283	0.813457	-0.068737	0.881997	-0.018899	-0.788183	0.134592	-0.067133	0.175546	1.797145	-1.933228	0.197056	-3.676289	-0.069517	-0.775950	0.515912	-0.252481	0.249043	-0.521040	0.459851	0.466839	-0.693250	-1.344078	-0.950224
Cj1550c	0.434127	0.462694	0.204753	0.245923	0.181228	-0.043105	0.193830	-0.006137	-1.397347	-1.570554	0.072632	-0.149444	0.903554	nan	0.082736	nan	-0.140644	-0.063400	nan	nan	nan	-0.560127	0.641481	-0.334427	-0.587648	-0.327240	0.589314	-0.487493	0.083554	-1.231652	0.546511	0.095174	-0.115534	-0.287320	0.544963	-0.170607	0.325409	-1.399246	0.230334	-0.502561	-0.238290	-0.323777	0.718810	-0.154639	-0.267314	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.023102	0.140177	-0.551402	-0.729774	3.269595	0.243780	-0.964916	2.224405	-0.577105	2.990532	-0.129705	-0.332157	2.369860	-1.641702	-1.820713	0.047799	-0.977967	2.520861	1.394595	0.687607	-0.477147	-0.135400	0.704180	0.856072	-1.991962	0.521420	0.006137	0.406612
Cj1551c	0.279379	0.362246	0.259194	0.462110	0.191555	-0.006049	0.177036	0.315500	-1.347010	-0.639693	-0.558498	-0.042422	-1.958968	-0.211232	-0.375083	5.468121	2.200001	2.594126	nan	1.724292	2.379120	-0.159901	0.126946	-0.041392	-0.277252	0.318929	0.318474	-0.004449	-0.083001	-0.419087	-0.164026	0.051842	-0.094168	0.043258	0.173586	-0.097490	-0.204787	-0.017970	0.130825	-0.283063	-0.266198	-0.180764	0.169792	-0.105421	-0.040263	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.091087	0.384940	0.418282	-0.727192	0.606375	0.248159	0.366513	0.314403	0.006955	1.403124	0.106471	-0.279920	-0.320688	-0.437866	-0.114563	-1.206329	-1.013647	1.286566	0.389387	-0.229958	-0.151389	0.110983	0.386654	0.004449	0.878779	-1.352315	2.027589	-0.174426
Cj1552c	0.902711	-0.129590	0.424619	0.373304	-0.093669	0.392975	0.397251	0.699158	-1.662134	-0.423583	-0.519507	0.899616	0.079535	-0.750190	-0.665514	nan	nan	nan	0.113723	nan	nan	0.412170	0.511930	0.252515	-0.036792	0.837586	0.942527	-0.628422	-0.180278	-0.285963	0.018791	0.123322	0.694412	-0.420783	-0.711929	0.190304	0.679381	0.481789	0.405602	-0.496846	-0.273048	-0.059515	0.056249	0.327722	-0.018791	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.453505	-1.381259	-0.339903	-1.460954	-1.189668	1.028869	1.267133	2.900329	0.103809	0.321222	-0.309019	-0.437259	-2.169544	-0.904666	-2.459340	-0.855507	-0.643344	0.043235	1.814545	-2.825495	1.329218	-0.999667	-0.133665	-0.285357	1.378170	-1.984568	1.528865	0.976351
Cj1553c	0.120963	0.044953	0.144011	0.460309	-0.057537	0.016511	0.110174	0.292107	-0.967016	-0.263942	-0.691548	0.171664	-0.819724	-0.584451	-0.539439	nan	nan	nan	0.822257	0.932439	-6.039988	-0.309314	-0.025836	0.390144	-0.383335	-0.282557	-0.076554	-0.181804	0.014081	0.267914	-0.011916	0.002451	0.482636	-0.021502	0.083306	-0.058292	0.183414	0.196199	0.075353	-0.710031	-0.002451	0.287527	-0.110779	-0.264121	0.039644	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.234275	0.296420	-0.182083	0.005594	0.466518	-1.332254	0.738078	0.602661	-0.343094	-0.324991	-0.158434	0.104014	1.544570	2.519553	0.027200	-1.218092	-2.864383	-1.261825	-0.163594	0.022728	-0.130091	-0.400786	0.586311	-1.092799	0.570414	0.501879	0.307022	-1.381135
Cj1555c	-0.104910	-0.849642	-0.036934	0.290315	0.031644	-0.657744	-0.406893	-0.713088	-0.192157	0.794707	-0.574570	0.018585	2.757038	0.912131	1.023762	-0.304446	-1.198006	-4.142259	0.155018	1.177481	0.787631	0.105316	-0.076404	0.403848	0.308035	-0.098299	0.101303	0.310564	-0.644851	-0.251572	-0.556302	-0.347646	-0.006100	-0.292193	-0.013406	0.524804	1.320054	0.888737	0.766595	-0.230672	-0.475640	-0.221877	-0.321419	-0.252349	-0.643066	-0.274098	-0.209556	-0.271264	-0.555245	0.346598	0.447215	0.073532	0.000000	-0.083091	-0.057641	-0.197574	0.032110	0.054324	0.131361	0.071330	0.470693	0.032435	0.034808	0.163321	0.250194	-0.053107	-0.133669	0.088505	0.304134	-0.281741	2.378741	-1.555332	-3.520811	0.195128	-2.693629	-0.604969	0.724329	-0.353484	0.913949	1.875535	-1.082768	1.048687	-2.032995	1.389571	-0.178348	-0.362114	1.364065	-0.288633	1.315302	-0.696201	0.437135	0.916259	0.394783	1.708530	1.987245
Cj1556	0.006889	-0.333497	-0.118325	-0.008510	-0.222061	-0.287707	0.000000	0.134128	-1.345967	-1.004682	-0.736391	-0.303704	-0.259643	0.185180	0.482529	0.244957	0.960902	1.800982	nan	nan	-4.945525	0.182295	0.114913	0.037769	-0.086426	0.290603	0.308844	-0.020161	-0.328936	-0.288155	-0.385559	0.037196	0.006646	0.385831	0.303859	0.162362	0.198977	-0.183087	-0.196628	-0.122241	-0.151463	0.339717	0.211946	0.054516	-0.123969	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.027641	0.359234	0.380625	1.034644	-0.404674	-2.028709	-0.773598	-0.185271	0.307766	-2.019494	0.315612	-0.302135	-0.407888	-1.673273	-0.207166	1.591766	-0.102241	1.139839	0.206295	1.852924	-0.242215	2.304543	0.184189	0.316014	-0.030591	-0.973099	1.535189	2.514050
Cj1558	nan	nan	nan	nan	nan	nan	nan	nan	0.157985	-0.294761	0.543221	-0.146728	1.278908	0.301390	0.600144	0.432645	5.371163	2.590258	nan	nan	-0.316873	-0.655248	0.490747	0.066226	0.437917	-0.070228	0.220567	-0.057997	-0.191286	-0.179314	-0.063972	-0.021152	0.477009	-0.127095	0.343089	-0.358828	-0.147188	-0.486600	0.201587	1.720737	1.683130	-0.202104	0.843170	0.119287	-0.211328	0.909669	1.432136	0.662497	0.719435	0.241772	0.068903	0.021152	-0.145661	-0.226384	-0.274648	-0.071874	0.255311	0.112341	0.069293	-0.602922	-0.193031	-0.379047	-0.517036	0.067418	0.361292	0.572137	0.429099	nan	nan	nan	-1.002376	-0.039162	-1.839393	-0.104207	-1.859307	-0.454068	-0.500762	0.632132	0.647512	-1.285904	1.579780	0.034916	0.799692	-1.520935	0.625749	-0.971843	1.459684	-1.429247	0.666118	-0.335037	-0.087879	-1.809767	-1.028465	-0.837765	-1.430745
Cj1560	nan	nan	nan	nan	nan	nan	nan	nan	-1.370361	-0.707293	-0.503934	-0.436491	nan	0.646747	0.360107	-4.705539	2.729487	0.558566	0.205753	nan	nan	0.243808	0.201562	-0.068023	0.086410	0.159382	0.195707	-0.049355	0.029728	-0.240732	-0.112041	-0.040474	0.074736	-0.067649	0.046515	-0.032996	0.022503	0.310402	0.383424	-0.089068	-0.188279	-0.284750	0.072968	-0.049527	0.101771	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.010897	-0.263003	-0.184173	-0.825235	0.202279	-0.567608	-0.471150	1.720510	2.057111	-0.206830	0.780847	1.293305	0.376255	1.545731	-0.499449	1.414701	0.901647	-0.039142	0.428811	-1.427492	1.288534	-1.223420	-0.077567	-0.348799	-0.010897	-1.295380	0.747087	-1.681410
Cj1561	0.282290	-0.007976	0.320727	0.685215	0.215356	-0.056353	0.298857	0.522852	-2.752413	-2.289884	-1.350757	-1.232720	1.070204	nan	nan	0.168173	0.595226	-0.433667	0.388183	1.029076	0.424182	-0.639744	0.007976	-0.287500	-0.200889	-0.393431	-0.232889	0.666944	0.487817	0.027255	-0.370134	-0.316147	-0.900781	0.325857	0.581564	-0.547482	-0.791670	0.751291	1.068269	-0.186983	-0.156004	-0.477360	-0.052263	-0.537804	-0.498484	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.010365	0.349411	2.226139	-1.012294	-0.980461	0.943962	-0.572362	0.441082	-3.386225	0.228154	-0.624157	0.518119	-1.707763	1.387855	-0.174512	2.303370	0.267635	-0.192411	-0.645809	0.439996	-1.697014	0.689392	-0.643968	0.222687	0.405997	1.714198	-1.777692
Cj1562	0.067472	-0.116613	0.121615	0.179367	-0.082580	-0.309464	0.002501	0.290746	-2.510295	-1.515586	-1.206427	-0.807092	-0.284836	nan	nan	-6.447022	0.683156	1.431681	0.270218	nan	nan	0.405512	0.361269	-0.286745	-0.007755	0.356301	0.387427	0.303587	0.121350	-0.360530	-0.200604	0.085111	-0.206801	0.231615	0.282147	0.109566	-0.087942	-0.002065	0.015755	-0.542479	-1.137258	-0.064845	-0.018856	0.279140	0.000000	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.269422	0.233607	0.204266	1.023795	0.355261	-0.989939	0.822960	-0.082815	0.452618	-0.662965	0.272351	-1.865214	-0.493068	0.510770	1.641971	0.147878	-0.125584	-0.092796	-0.376619	-0.362167	0.318360	-0.313781	0.010636	-0.035414	-0.156903	0.420301	0.356607	-0.028168
Cj1563c	-0.179324	-0.152940	-0.048134	0.335174	-0.211572	0.566772	0.020758	0.346168	-0.381096	-0.363006	-0.353569	-0.272372	-0.841196	0.054971	0.240317	1.829887	0.363886	-3.028619	0.439312	-0.951824	0.356875	0.339577	0.084575	0.511679	0.953195	0.082614	0.000000	0.107046	-0.941780	0.799781	-0.310342	-0.051953	-0.524838	-0.363601	-1.258003	-0.028335	-0.623758	0.427356	0.035471	0.369327	-0.210624	-0.518638	-0.399569	0.420264	0.473020	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.573582	-0.154354	-0.484702	-1.910179	-1.557931	0.664201	0.748970	2.153039	-1.519820	0.251726	-1.641819	1.349173	-1.351626	1.399894	-0.778184	0.619287	-0.104788	-1.222887	1.913819	1.054710	2.149287	1.575951	2.252758	2.348211	-0.839971	-0.047687	-0.580269	-0.924258
Cj1564	0.438621	-0.409709	0.135516	-0.228574	-0.184883	-0.065644	0.630678	-0.270444	1.064775	-0.328804	0.676555	-0.262203	0.340152	-0.982810	-0.564398	1.395814	2.266078	0.508870	0.745630	0.863035	1.788766	-0.717758	0.000000	0.723297	0.076100	-0.179502	0.375715	0.102497	0.143973	0.379381	0.654977	0.231668	0.331664	0.331525	1.028584	-0.112848	-0.293784	-1.467908	-0.803630	1.344399	1.134755	-0.155093	0.432102	-0.444470	0.136735	1.437381	0.854407	-0.449520	0.558941	0.358958	-0.603290	-1.058378	-0.403732	-0.544343	-0.293626	-0.612679	-0.061677	-0.516214	1.088816	-0.200301	0.063585	-2.502551	-2.223440	1.770446	1.231919	1.891193	3.195454	-0.612747	-0.644326	-0.493054	0.125656	-1.446059	-0.431097	0.682000	-0.689320	-0.725977	-0.079583	-1.195594	-0.283115	3.138091	-0.665736	0.381661	0.963511	0.016078	-1.695018	-0.476625	2.479963	-0.949224	1.589060	-0.511237	1.350225	-0.462316	0.113978	-0.564527	-0.335307
Cj1565c	-0.290444	-0.071559	0.162864	0.223666	-0.010082	-0.322196	0.137868	0.303383	nan	2.684703	1.442598	nan	0.827430	nan	1.525450	-0.605642	-1.265940	-1.724248	-0.075236	0.563055	-0.241684	0.850967	0.243929	-0.020883	-0.158799	0.508738	0.315743	0.010082	-0.175390	-0.390030	-0.518075	0.154110	-0.082947	-0.133141	-0.497606	0.088541	0.016590	0.611622	0.251094	-0.594991	-0.393300	-0.120182	-0.092002	0.159400	-0.194367	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.340683	-0.029308	0.629050	0.664861	0.144952	-0.795064	-0.315568	-0.903942	-0.815942	-1.078299	0.259434	-0.219962	1.688263	-3.944444	1.076208	-2.152736	2.061772	0.078264	1.459622	-0.724593	0.915987	-2.273974	0.540096	-1.921475	-0.063461	0.514957	0.082673	1.479214
Cj1566c	0.000000	-0.021364	-0.323313	-0.027774	-0.036319	0.029198	-0.433695	-0.375299	-0.004977	-0.912067	0.309445	-0.481531	1.102767	2.507797	0.263214	0.130110	0.023151	0.409230	0.076477	2.019908	0.996509	-0.855886	-0.658899	-1.163036	-0.646681	-0.479180	-0.327661	0.614376	-0.525882	1.526720	0.959479	-0.227666	-0.939569	0.430902	0.238138	0.291343	-0.753513	-0.571778	0.331122	0.874098	0.592241	-0.227664	0.250143	0.229209	-0.994238	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.677792	-0.902463	-1.043224	-1.689944	2.516086	3.466897	-0.204165	2.216587	1.263716	-0.031838	-0.889549	0.965303	-2.058121	1.179969	1.875628	2.001421	0.619724	-0.208371	-0.255691	0.000285	-0.065777	0.393294	-0.279876	-0.007171	0.956211	1.140191	-0.784170	-0.013228
Cj1567c	0.188478	-0.077883	-0.347767	-0.372430	0.191296	0.301223	0.001743	-0.669796	0.664243	0.247882	0.297620	-0.437601	0.994498	0.080448	-0.005667	0.550603	-0.202812	0.267080	-0.193454	1.676350	0.855303	0.070212	-0.199772	-0.954754	0.026877	-0.010504	-0.315691	-0.369712	-0.742187	1.331561	0.620732	0.165202	-0.425873	-1.038292	-0.536332	0.000000	-0.634311	-0.218689	0.015004	0.851931	-0.976418	-0.670608	-0.768472	-0.185635	-0.505674	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.295554	-1.853763	-1.932530	0.896526	2.367296	-0.230488	-0.013944	0.023135	1.152796	-0.085964	-0.196647	0.072831	2.619859	1.666795	-1.108449	1.725014	-3.731114	0.214003	0.003372	1.641582	-0.278234	0.560337	-0.582510	0.106309	1.001966	1.957156	-0.632148	2.303580
