GENE	Log_Ratio_54_1	Log_Ratio_54_2	Log_Ratio_54_3	Log_Ratio_54_4	Log_Ratio_54_5	Log_Ratio_54_6	Log_Ratio_54_7	Log_Ratio_54_8	Log_Ratio_7311_1	Log_Ratio_7311_2	Log_Ratio_7311_3	Log_Ratio_7311_4	Log_Ratio_7311_5	Log_Ratio_7311_6	Log_Ratio_7311_7	Log_Ratio_7668_1	Log_Ratio_7668_2	Log_Ratio_7668_3	Log_Ratio_7668_4	Log_Ratio_7668_5	Log_Ratio_7668_6	Log_Ratio_7669_1	Log_Ratio_7669_2	Log_Ratio_7669_3	Log_Ratio_7669_4	Log_Ratio_7669_5	Log_Ratio_7669_6	Log_Ratio_7669_7	Log_Ratio_7669_8	Log_Ratio_7669_9	Log_Ratio_7669_10	Log_Ratio_7669_11	Log_Ratio_7669_12	Log_Ratio_7669_13	Log_Ratio_7669_14	Log_Ratio_7669_15	Log_Ratio_7669_16	Log_Ratio_7669_17	Log_Ratio_7669_18	Log_Ratio_7669_19	Log_Ratio_7669_20	Log_Ratio_7669_21	Log_Ratio_7669_22	Log_Ratio_7669_23	Log_Ratio_7669_24	Log_Ratio_7670_1	Log_Ratio_7670_2	Log_Ratio_7670_3	Log_Ratio_7670_4	Log_Ratio_7670_5	Log_Ratio_7670_6	Log_Ratio_7670_7	Log_Ratio_7670_8	Log_Ratio_7670_9	Log_Ratio_7670_10	Log_Ratio_7670_11	Log_Ratio_7670_12	Log_Ratio_7670_13	Log_Ratio_7670_14	Log_Ratio_7670_15	Log_Ratio_7670_16	Log_Ratio_7670_17	Log_Ratio_7670_18	Log_Ratio_7670_19	Log_Ratio_7670_20	Log_Ratio_7670_21	Log_Ratio_7670_22	Log_Ratio_7671_1	Log_Ratio_7671_2	Log_Ratio_7671_3	Log_Ratio_7672_1	Log_Ratio_7672_2	Log_Ratio_7672_3	Log_Ratio_7672_4	Log_Ratio_7672_5	Log_Ratio_7673_1	Log_Ratio_7673_2	Log_Ratio_7673_3	Log_Ratio_7673_4	Log_Ratio_7674_1	Log_Ratio_7674_2	Log_Ratio_7674_3	Log_Ratio_7674_4	Log_Ratio_7674_5	Log_Ratio_7674_6	Log_Ratio_7675_1	Log_Ratio_7675_2	Log_Ratio_7675_3	Log_Ratio_7675_4	Log_Ratio_7675_5	Log_Ratio_7675_6	Log_Ratio_7676_1	Log_Ratio_7676_2	Log_Ratio_7676_3	Log_Ratio_7676_4
Cj0026c	-0.217742	0.049321	-0.103079	0.371538	-0.294668	-0.173474	0.219138	0.261229	-0.369808	0.227437	0.125102	0.163624	0.766026	-0.838430	-0.208186	2.395338	3.294934	3.762105	0.625313	2.287700	1.741324	-0.007695	0.006638	0.040377	-0.332781	0.525256	0.309980	0.075639	-0.466289	-0.638924	0.000000	0.136780	0.271497	-0.218223	-0.279827	-0.012484	0.379297	0.114625	0.272273	-0.471143	-0.188474	-0.050513	0.153337	-0.096491	0.371975	-0.535807	0.015980	0.224034	-0.065634	0.152197	-0.144495	0.059068	-0.063069	0.038250	0.358241	-0.133313	0.031017	-0.104461	0.117228	-0.223843	0.181436	-0.041614	0.510570	0.044013	-0.179414	-0.151377	-0.185415	-0.186519	-0.413221	0.000620	2.082236	-1.160350	-1.358507	0.616112	-1.844083	-0.062449	-2.020548	-0.262422	-1.708447	1.839441	0.119034	0.065879	-0.655293	2.279616	-1.197487	-1.765299	0.733275	-1.393424	-0.075656	-2.051623	-1.288499	-2.491783	0.079212	1.331252	-1.065435
Cj0027	0.496603	-0.302946	0.123766	-0.564973	0.732917	0.483747	0.071728	-1.224325	-0.022601	0.092611	-0.252802	0.068219	0.358540	-1.089190	-0.581070	1.394473	1.929057	2.812748	-3.778792	2.255599	1.802880	-0.144903	-0.500411	0.208092	-0.232265	0.000000	0.066388	0.661343	0.245421	-0.153838	-0.725975	-0.376110	-0.027667	0.173703	0.089396	-0.096081	-0.271118	-0.343348	-0.825126	0.467799	1.542053	0.377954	-0.959753	-0.401955	-0.255220	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.177230	-0.406348	-0.775585	1.565440	1.593602	-0.800967	0.973924	-0.189914	-0.616893	0.685200	-0.774447	-0.754713	1.024941	-1.593293	1.097557	1.130803	-1.005806	2.028786	-0.959644	-0.224763	0.286425	0.820370	-0.494465	0.277987	0.735215	0.670217	1.446156	-0.178601
Cj0028	0.156824	0.809686	0.551278	0.991618	0.142334	0.064248	0.346806	0.934463	-0.561056	0.465348	-0.178534	-0.114511	0.400796	0.200517	-0.062392	-4.614625	nan	2.571078	nan	nan	nan	0.640264	0.428642	-0.232800	-0.433660	-0.096371	-0.269676	0.111140	-0.222620	0.143148	0.231498	0.229125	-0.162706	-0.018050	-0.021817	-0.204542	-0.568169	0.492894	0.364788	-0.563228	-0.812716	-0.085749	-0.007477	-0.143891	-0.212069	-0.262188	0.487457	-0.722600	0.402672	-0.142686	-0.243018	-0.148278	-0.219052	0.104960	0.598038	-0.302208	0.102780	0.016767	0.010346	-0.522906	0.239539	-0.517725	0.000000	-0.289645	0.028771	-0.189445	0.272214	-0.256947	0.275933	-0.818100	-2.595952	0.176561	2.130883	-0.599941	1.285165	0.211241	-0.421581	0.007645	-0.079758	1.657425	-0.451397	2.882777	-1.712036	-1.627438	-2.161312	-0.109654	-0.996561	0.475050	0.661405	0.124867	-0.146194	2.570659	0.891564	0.650273	2.790588
Cj0029	-1.256986	-0.586387	0.676413	-1.146839	-1.384627	-0.434773	0.698442	-1.379443	-0.837520	0.025985	-0.520295	0.102994	-0.801820	-0.395932	-0.512503	3.320842	0.165403	0.334794	-4.058225	1.525826	1.516120	0.000000	-0.087213	0.016982	0.067606	-0.341551	-0.042021	0.248383	0.268610	0.059702	-0.044818	0.016713	-0.133885	0.012371	0.198464	-0.154713	-0.369933	0.508601	0.079238	-0.147621	0.180766	-0.344108	-0.036084	-0.119700	0.008293	0.442051	-0.377647	-0.278532	0.361247	0.142254	-0.316678	-0.565577	0.095783	-0.455616	0.113127	0.053144	-0.292378	-0.589163	0.186870	0.150604	0.669019	0.066018	-0.203504	0.183359	0.199610	0.143081	0.129996	-0.007976	0.557610	-0.013747	1.138542	-0.507182	-0.062811	2.052288	-1.149664	-0.264711	0.317158	-0.125973	1.986498	0.382617	-2.859505	1.286709	-1.341981	2.328264	0.144368	-0.282072	-0.376371	0.502417	-1.052882	-0.004151	-0.970161	2.798604	2.839617	-0.984499	-0.321213
Cj0030	-0.046081	-0.639285	-0.155796	-0.408078	-0.839499	-1.285797	-0.073355	-0.418616	0.179959	-0.450106	0.909712	1.190029	2.649509	0.572612	0.562440	-0.996694	-3.346764	-1.294699	-0.118487	-2.016871	-2.531279	0.138275	0.340240	0.082075	-0.129309	0.477577	0.562138	-0.378329	-0.057461	-0.552028	-0.268453	0.234494	0.276460	-0.154808	-0.157419	-0.051505	0.286105	0.235110	0.146412	-0.562324	-0.349262	0.053100	0.101525	-0.050696	0.427583	-0.204923	-0.140651	0.075607	0.475149	0.080145	0.141490	0.034526	0.132172	-0.064777	0.145000	-0.156440	0.135685	0.304532	0.467504	-0.415952	-0.358060	-0.207259	0.382418	-0.055823	0.018125	-0.193096	0.000000	-0.039373	0.997755	0.336275	0.609903	-0.748080	-0.639989	-0.099778	1.055908	2.814862	2.793986	1.113852	0.343246	0.023572	0.705393	0.175055	2.329712	-0.630135	-0.337901	1.211988	-3.506911	1.984686	-2.071381	1.019801	-0.412541	-0.136364	-1.133331	0.515782	-0.998137
Cj0031	-0.497539	-0.237289	0.141556	-0.105517	-0.630134	-0.302351	0.116849	0.372157	-2.815229	-0.212603	-1.176300	0.713044	-1.740100	0.637299	0.433677	0.112156	0.080372	-0.350245	0.833269	0.283025	0.178049	-0.416499	0.016366	-0.083420	-0.400981	0.001298	-0.568159	-0.813485	0.105278	-0.386435	0.169036	0.359855	0.391426	-0.342566	-0.162121	-0.062938	0.523863	0.478478	0.776872	-0.191613	-0.112397	0.102727	0.069115	0.068805	0.277463	-0.448799	-0.434168	-0.157583	-0.858168	0.301895	0.561805	-0.113872	0.425787	-0.058820	0.148621	-0.052962	0.000000	0.140752	0.194654	0.015848	0.277398	0.196357	0.366129	-0.154721	-0.160319	-0.211704	-0.161494	-0.248679	0.502727	-1.013375	6.508999	-0.341352	-1.192930	-0.538769	1.846869	0.432282	-0.487312	-0.057272	-0.563385	0.651888	1.362664	0.384353	-0.241342	-0.470524	-1.478549	-0.224853	1.737284	-1.075201	1.733512	-0.008633	1.272887	0.827239	-1.379112	1.846309	2.076580
Cj0033	0.315599	0.585969	0.518376	0.391012	-0.000577	-0.032976	0.285993	0.549659	-0.822225	-0.327039	-0.038314	0.324449	2.276404	0.775426	0.290770	0.908123	nan	nan	0.127564	-6.788873	nan	-0.233716	-0.005049	-0.230470	-0.538658	0.817431	0.268546	0.133693	0.080016	-0.716654	-0.526840	-0.228877	0.108393	1.111145	0.593781	0.058485	0.384897	-0.387145	-0.748172	-0.599840	0.344238	0.350886	-0.182400	-0.179274	-0.278152	-0.692905	-0.637764	-0.279658	-0.448504	0.964771	0.960954	-0.035155	0.181642	-0.581612	-0.534407	-0.121080	-0.303796	0.327446	0.187899	0.186473	0.422019	-0.026800	-0.102857	0.415816	-0.178161	-0.147778	-0.109970	0.639355	0.634197	-0.485410	0.376524	-0.196108	1.723878	0.573662	-2.150271	1.289734	-0.086391	0.021162	-0.881266	1.605720	-0.427072	-1.105329	-1.710876	0.667221	0.435810	0.005618	-0.329759	0.000577	-1.760001	-0.446082	-0.337439	-1.594941	0.063834	0.670607	0.972493
Cj0034c	-1.062100	-0.569664	-0.792693	-0.496686	-1.081197	-0.294801	-0.212955	0.128067	-0.244414	0.454650	-0.245037	-0.202275	0.029323	-0.376520	0.301077	-5.012021	-0.526075	-5.426608	0.576640	0.495671	0.436425	-0.519014	0.130043	-0.224572	-0.351863	0.101738	0.401784	0.681174	0.495815	-0.926627	-0.251867	-0.361910	-0.255396	0.982140	1.030656	0.055288	0.217305	-0.252304	-0.340394	-0.311103	0.188351	0.261383	0.324098	-0.408934	-0.178504	0.150551	-0.577879	-0.375503	0.122840	0.102364	0.054116	0.049533	0.070834	-0.221334	0.002952	0.043572	-0.034405	0.351165	0.356347	0.162953	0.344272	-0.186817	0.147609	0.144529	-0.190410	-0.068795	-0.001815	-1.281724	0.414209	0.412012	-0.522482	1.367922	1.162033	-0.842842	0.868133	-0.486917	-0.899124	0.677182	0.665233	-1.140324	0.748702	-0.301595	0.237232	-0.532621	-1.356157	-0.441233	1.334812	-0.642181	0.000000	0.417100	0.393259	0.696421	0.159296	-1.122580	-3.646815
Cj0035c	-0.796312	-0.360449	-0.576222	-0.456006	0.080346	-0.480049	-0.414084	-0.463404	-1.861272	0.258907	-1.319286	0.223969	-1.413721	-0.437535	0.521815	-3.971330	1.135795	0.390657	-0.097232	-0.948232	-0.017362	-0.103640	0.031047	-0.532338	-0.118098	-0.140955	0.476381	0.037607	-0.446461	0.576285	1.579839	0.547664	-0.622253	-0.240862	0.950851	0.174096	-0.421150	-0.119108	0.492064	0.000510	-0.789746	-0.605637	0.052314	-0.256922	-0.635012	-0.377687	-0.191289	-0.266358	-0.016893	1.295597	0.175605	0.080811	0.138390	-0.111585	0.000000	0.011682	-0.003673	-0.127432	-0.184240	-0.194027	-0.416153	0.217623	0.141524	-0.107079	-0.147095	-0.084802	0.063012	-0.214544	0.139840	0.081568	-1.803568	0.875880	0.530089	-0.917117	1.119436	3.434963	-2.462233	0.853932	0.255663	0.166799	0.502010	2.576356	-0.004938	0.406945	0.040526	1.077232	1.342648	1.790323	3.406111	1.393151	2.054800	-0.395958	0.840427	0.040522	0.053944
Cj0036	0.338812	-0.252432	-0.506208	0.040040	-1.105552	-0.611498	-0.824778	-0.602499	-0.739834	0.738646	-0.838031	-0.303396	-0.398129	-0.297442	1.038028	nan	4.220236	3.605990	0.381549	1.668683	1.973868	0.903858	0.502411	0.090649	-0.026526	0.598187	0.268275	-0.602427	-0.336234	0.800078	-0.674588	-0.069405	0.035679	-0.389749	-0.490078	-0.086315	0.183605	-0.546481	0.009263	-0.550832	-1.330038	-0.175615	-0.037123	0.162231	0.281567	0.198830	-0.014095	-0.395274	-0.451220	-0.438263	-0.160921	-0.276449	-0.334384	0.095830	-0.009263	0.136234	0.157204	-0.137286	-0.458401	0.305393	0.223351	-0.421881	-0.293045	0.690198	-0.152256	0.477730	-0.098337	-0.480260	0.277913	-0.150828	-0.564017	1.739404	1.251751	1.332815	-0.822811	1.201928	0.016278	0.463695	-2.165382	-0.807532	0.750165	0.394958	-0.219880	0.576228	0.916266	1.608511	-1.003716	1.703371	0.231781	0.615253	-1.208297	3.611965	1.237365	1.787477	1.246672
Cj0037c	-0.229613	0.186118	-0.534516	-0.027366	-0.163219	-0.132575	-0.497233	-0.167815	-0.407558	0.764317	-0.938538	-0.238463	1.944035	1.291368	0.555988	0.450725	0.884024	1.016271	-0.540803	-0.419412	-0.377871	0.000000	0.087886	0.574952	-0.027390	-1.069090	-0.397136	0.004767	-0.177315	0.345597	1.139111	0.359003	0.126849	-0.369596	0.452025	0.283269	0.004776	-2.133802	-1.467550	-1.537234	0.104692	-0.230726	-0.756673	-1.188013	0.140258	-1.007955	1.657630	0.113963	1.110234	-1.120406	0.146933	0.010085	-0.792990	-0.796307	-1.335926	-1.407223	0.053408	-0.182637	-0.277353	-1.073207	-0.158661	-0.923521	-0.866478	-0.060103	0.983064	0.689285	-0.015561	-0.946084	-0.101383	0.326080	1.316067	1.600388	2.166129	2.002053	1.696782	0.703360	1.106639	1.255199	0.099124	-2.179920	-1.993495	-0.499287	-0.767190	1.075934	-0.581703	-0.258853	0.940193	-0.148995	0.739347	0.025331	0.570870	3.024699	1.341726	1.918815	2.404586
Cj0038c	0.075881	0.025134	0.175541	-0.978806	0.244631	-0.124051	0.223231	0.401152	-1.137591	-0.538853	-0.119341	-0.063364	-0.302674	0.980070	0.758336	0.954054	0.509602	-2.019235	-2.168199	0.833589	0.629705	0.513321	0.451940	0.191643	-0.074156	0.532327	0.465023	-0.158239	-0.469255	-0.163440	-0.358377	0.003235	0.299412	-0.139160	-0.513302	-0.123874	-0.095469	0.429899	0.392401	-0.394946	-0.611331	-0.320220	-0.257833	0.198431	0.364962	-0.239711	-0.513158	0.351310	-0.090888	-0.116273	-0.170253	0.279566	0.017946	0.227439	-0.077308	0.532331	-0.039347	0.000000	-0.256060	0.690275	0.552695	0.301539	0.140590	-0.318821	-0.489445	-0.285848	-0.347173	-0.531382	0.600644	-0.656440	1.779778	-1.309311	-0.413148	2.546465	-1.183322	-2.044706	0.802215	1.817893	1.107933	1.483561	-2.930900	3.383293	-1.206861	1.288117	2.537159	0.269995	-1.406917	0.747875	-2.304129	0.232224	-2.394067	-0.122843	-0.637617	1.243520	1.506171
Cj0039c	-0.177643	-0.608290	-0.714815	-0.469288	-0.708320	-0.690133	-1.186383	-0.753788	1.311959	0.776666	0.908413	-0.019193	0.813605	-0.584963	-0.403518	0.521396	0.236901	0.588717	0.000000	0.733064	-0.076503	-0.462146	-1.033433	-0.480254	-0.846046	-1.104375	-1.338831	0.203618	1.121005	-0.586592	0.014769	0.847904	0.255128	0.356697	0.999756	0.048715	0.089081	0.754349	0.816469	-0.605154	-0.371384	0.609651	0.663373	0.237042	0.426589	-0.217976	-0.949205	-1.675074	-0.981981	-0.339672	-0.576226	-0.240253	0.328969	0.156705	0.705421	0.302716	-0.141951	-0.018245	0.309107	1.386521	0.347785	0.033920	0.927897	0.675623	0.023892	0.068454	0.438169	-0.918850	-0.772527	-1.589828	-0.323385	0.653062	1.374037	-1.871937	1.171565	-1.086063	1.380428	-0.707715	0.412235	-1.057970	1.570796	2.731646	1.899192	-0.864121	-4.050582	-1.117163	0.940202	-0.592513	1.465453	-0.778499	-0.389135	-2.096679	-1.330088	2.107916	-0.703716
Cj0040	-0.341962	-0.439751	-0.074776	-0.269198	-0.516365	-0.392397	-0.246484	-0.215299	0.298327	0.163417	-0.227833	-0.100014	0.463952	-0.113205	0.224845	0.674385	2.863000	-4.787015	nan	nan	-4.617517	0.402098	0.016716	0.472341	0.187725	0.180485	-0.009911	-0.496160	0.633380	1.168455	-0.753822	-0.701062	0.718353	0.196925	-0.485608	-0.537464	0.553075	0.130226	-0.529062	0.026909	1.505125	-0.172190	-0.396313	-0.136870	0.685630	-0.289631	-0.126177	0.221127	0.000254	0.147773	0.226788	0.234827	0.139648	-0.064414	-0.165750	0.145493	0.027113	0.780961	0.863693	0.223770	-0.295837	0.340753	-0.000254	0.129229	-0.106338	0.035268	-0.030895	nan	1.155404	0.361786	0.398724	0.435444	0.395593	-0.014415	-0.125181	-0.943093	-1.801083	-0.733925	-0.247496	-2.168114	-1.096836	0.050965	1.191832	0.998573	1.876560	0.161000	-1.879676	-0.642956	-1.322974	-1.129214	-0.775512	0.701455	0.693912	-0.003316	-0.020782
Cj0041	0.282575	0.356822	0.367986	0.447257	0.205538	0.116778	0.223402	0.537692	-0.641198	-0.846212	-0.549089	-0.089924	-0.319160	-0.237910	-0.077943	nan	2.579573	-7.149165	0.546339	nan	nan	0.758250	0.402489	0.163778	0.053488	0.449216	0.430924	-0.446869	-0.276584	-0.286569	-0.477161	0.141987	0.137125	-0.137318	-0.685173	0.016367	0.119036	0.066809	-0.133245	-0.710742	-0.428610	-0.252627	-0.339891	-0.063963	0.362991	-0.271475	-0.277203	-0.017033	0.000486	-0.101313	-0.056949	-0.147285	0.017722	0.056154	0.178478	-0.000486	-0.003568	0.143283	0.035436	0.075931	0.056061	0.258090	0.290987	-0.465199	-0.238076	-0.374385	-0.201257	0.271288	-0.722439	-0.605778	0.613146	-0.456697	0.172650	-0.328279	0.814802	0.187928	-0.495539	-1.417919	-0.684023	-0.209753	-1.588518	-0.139037	0.030210	-0.464341	0.049727	1.670164	-1.798059	0.655463	-0.907702	1.074453	-0.187845	2.118868	0.317761	1.832087	1.481087
Cj0042	0.385267	0.048551	0.016928	-0.256988	0.204438	0.150100	-0.012022	-0.105109	-0.186661	0.153112	-0.453733	-0.145220	0.705344	-0.186183	0.159919	0.109615	-1.159039	0.600767	nan	2.338922	1.906679	0.236909	-1.079732	1.271025	0.437047	-0.288380	-1.562822	-1.350379	1.259169	2.016334	-1.391560	-1.960547	1.962647	-0.210017	-2.020087	-1.884617	0.643235	1.997806	-0.987836	-0.107341	2.266876	-0.145090	-1.851997	-0.698705	0.700952	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.451367	-0.878605	-0.640602	-0.023081	0.215066	0.478489	0.193275	-0.173809	0.679948	-0.692186	-0.328037	-0.570496	-0.764093	-0.071804	2.626022	0.069027	0.012022	-0.983314	-0.348727	-0.382008	0.270226	-0.281415	0.068446	-0.675373	0.467209	0.639599	0.059322	0.845837
Cj0043	-0.516049	-0.009780	0.129502	0.706856	-0.301058	-0.277941	-0.183738	0.732863	-0.203258	0.288248	-0.527771	0.000000	0.688574	-0.169882	0.004066	1.455452	3.685116	1.276143	0.157525	2.235708	2.065056	0.488629	0.250778	0.952082	-0.026319	0.357699	0.413818	-0.426680	-0.199140	0.117872	-0.622370	-0.253966	0.417984	0.390518	-0.370397	-0.222440	0.632475	-0.195952	-0.585795	-0.035159	1.068761	0.679854	-0.144234	-0.272350	-0.042759	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.156568	-0.570681	-0.432182	1.166427	1.143227	-0.071036	0.445359	0.157014	-0.014068	-0.491974	-0.494558	-0.582715	1.220548	-0.698033	-4.100364	-2.420927	0.338913	0.363189	0.555889	-1.940584	0.052996	-0.717536	0.915745	-1.331755	0.151108	1.096007	0.187847	-0.852898
Cj0044c	-0.649842	-0.761293	-0.770059	-0.512720	-1.244038	-0.931600	-0.641703	0.532288	-1.157614	0.212814	-0.664374	0.091514	1.701258	1.093819	0.661997	2.312184	3.850206	-2.410804	0.289657	0.010332	-0.239284	0.341840	0.257567	-0.165153	-0.608922	0.502909	0.563861	-0.139410	-0.038066	-0.756512	-0.662860	0.209245	-0.097564	-0.128480	0.066440	-0.062831	0.000000	-0.071800	0.212678	-0.486087	-0.385451	0.074830	0.156068	0.169082	0.344239	-0.249760	0.065575	0.083070	0.441475	0.010654	0.078287	0.274754	0.614359	-0.250018	-0.048477	-0.417163	-0.196681	0.011822	0.196387	-0.621471	-0.734658	-0.290992	0.203687	0.061722	-0.021126	0.058970	0.083904	-0.678386	-1.328215	-1.657759	0.934886	-0.088831	0.875084	0.851856	0.821135	-0.198049	-0.788544	0.168072	0.402422	-1.491898	0.333575	-1.894235	-0.203467	-0.964899	4.857171	0.715322	-1.220730	1.611922	-1.991536	0.116667	-0.426873	-0.644255	1.477868	0.902746	-0.145890
Cj0045c	-0.011468	-0.407915	0.302899	0.443255	-0.320089	0.170750	0.417811	0.817541	-0.843568	0.787161	-1.081152	0.533414	2.754171	1.105271	1.139168	-1.233503	3.614042	3.189360	1.535979	2.128261	-2.024745	0.367111	-0.012814	-0.097813	-0.531125	0.688030	0.334703	0.102484	0.599429	-0.195191	-1.043070	-0.617754	0.554415	0.252363	-0.439562	0.004636	0.290173	0.418182	-0.480298	-0.978725	0.911558	0.285571	-0.181037	-0.082850	0.324917	-0.509181	-0.079094	-0.503440	-0.100065	-0.250042	0.239656	0.996423	0.845116	-0.093598	-0.233556	0.000000	0.140444	0.521827	0.096137	-0.174034	-0.085859	0.127610	-0.465023	-0.062747	0.145602	0.124203	-0.246493	-0.727026	-1.804179	-2.257803	-1.130799	0.273581	-1.823206	0.305303	0.269873	0.374704	-0.571476	-0.982392	-0.188300	-0.253979	0.506845	-2.069118	2.897663	1.835547	1.155799	-0.238640	-0.007635	-0.398522	0.135217	-0.371401	-0.158958	0.475725	0.313234	-0.952365	-0.980560
Cj0046	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.762320	2.378046	4.260678	nan	4.070701	nan	0.318649	0.547803	0.164094	-0.060717	0.846277	0.606105	-0.690418	-0.341337	-0.382680	-0.993977	-0.272987	-0.009746	-0.323343	-0.527057	0.038056	0.160765	0.211593	0.404601	-0.654874	-0.130887	-0.127979	-0.309687	0.010747	0.241969	-0.246916	-0.308158	0.243175	-0.666535	0.183455	0.161903	-0.219076	0.005739	-0.074540	-0.355537	-0.390360	0.015432	0.250508	-0.406729	0.077511	-0.005739	1.122814	0.246027	-0.432866	0.058623	-0.009070	-0.418436	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
Cj0053c	-0.065619	0.212580	-0.705671	-0.565599	0.157135	0.970332	-0.081182	-0.415799	1.339020	0.324551	0.028338	-0.041652	0.167026	-0.598897	-0.437102	-1.624602	-0.715778	-1.004058	-0.091406	-0.299098	0.637962	-0.043577	-0.329593	-1.084818	-0.645444	0.671906	0.241819	0.000000	-0.204366	-0.807103	0.530548	0.858171	-0.125035	0.943061	2.309676	1.364422	0.210542	-0.261288	-1.020853	-0.032366	0.992145	0.816685	-1.247790	-0.442767	-0.790362	-0.206292	-0.670922	0.230837	-0.111668	0.115483	0.770109	0.494801	0.257824	-0.173105	-0.725684	0.183420	-0.173420	0.299645	0.177599	0.996718	0.123568	1.029042	-0.394082	-0.296189	0.015924	0.006320	-0.204950	0.157435	0.283519	1.561484	0.709739	1.157700	0.768173	-2.034568	-1.803386	-0.633561	-0.091412	0.470179	0.070789	2.497081	-1.927140	2.095171	-3.767806	-1.084290	0.848545	-0.518459	0.278644	-0.689691	0.838711	-0.251104	-0.038120	3.252420	0.927030	-1.349896	2.240360
Cj0054c	0.792884	0.483207	0.487068	0.585145	0.585918	0.141866	0.370456	0.561978	1.277444	-0.107317	0.073462	-0.123230	-0.232379	0.236547	0.416993	-0.629160	-0.350367	-0.695155	0.130197	-0.206676	0.179637	-1.102206	0.659882	0.277740	-0.096423	-1.609798	-0.522797	-0.671757	0.149873	-0.105930	1.272679	-0.084541	0.623125	-0.412880	0.755493	0.000000	-0.173751	-1.932759	-0.207277	0.410458	0.751576	0.023188	1.139322	-0.516152	-0.170959	-0.147916	1.136872	0.343652	0.727884	-0.784064	-0.582105	-0.095432	0.244793	-0.209637	0.365257	-0.836855	-0.086816	-0.555025	0.063457	-0.390965	0.189200	-0.555256	0.389838	-0.625169	0.190987	-0.338757	0.140831	-1.078409	-0.679592	-0.066587	-2.326134	1.318615	-0.412219	-2.990652	0.362852	-0.328143	0.459073	-0.411700	0.128063	0.690252	-3.107511	2.735143	-2.749983	2.687433	-0.817567	-1.263303	2.766451	0.724343	1.276030	-1.790137	0.509708	-0.701793	0.292630	-0.642448	1.403180
Cj0055c	0.103001	-0.521740	0.045093	-0.023395	-0.422628	-0.508377	-0.292891	0.010570	0.014912	0.125053	-0.135548	0.268886	2.310932	0.046304	-0.016389	-3.273608	-0.588385	1.048266	0.309516	-6.666152	-2.852592	0.412316	0.383358	-0.031724	0.192349	0.339210	0.270404	-0.333274	0.000000	-0.244852	0.055542	-0.151626	0.139276	-0.115377	-0.068489	-0.002938	-0.020847	0.111258	0.372887	0.265461	-0.180986	-0.341868	0.196509	0.238797	0.331825	0.802934	0.418988	-0.228613	0.614424	0.029772	0.154494	-0.244144	-0.057305	-0.341818	0.034612	-0.045612	0.263356	0.313348	0.092921	-0.182125	0.052693	-0.259999	-0.372989	-0.344306	0.363830	0.345722	0.255592	0.581302	-1.142383	-0.227181	-0.135015	0.857708	-0.278216	-0.151954	1.382907	-0.573664	-0.228670	0.711882	-0.279327	1.395391	-1.845256	0.059002	1.548369	-0.498364	-0.012329	0.036161	-0.289187	0.538480	-0.435364	1.695100	-0.061788	0.328499	-1.617999	-0.039128	-0.302771
Cj0056c	0.133835	-0.108318	-0.018705	-0.436102	0.212695	0.046214	-0.083625	-0.691398	0.155222	0.473419	-0.238741	-0.074908	2.647931	-0.102919	0.022702	0.960782	3.561145	-5.059626	0.386380	-4.815186	-0.494605	-0.178962	-0.515947	-0.262178	0.154795	-0.451357	-0.407210	0.389475	0.140404	0.608505	0.237504	0.108842	-0.220327	0.000000	-0.040948	-0.008958	-0.407580	-0.264169	-0.026004	0.480035	-0.147439	0.247394	0.300386	0.606103	-0.169976	0.371818	0.934926	0.478145	-0.337583	-0.596144	0.534154	0.318830	-0.619339	0.260541	-0.539366	-0.684863	0.271884	0.239099	-0.656975	-0.635004	0.472097	-0.924200	-1.010914	0.231734	0.963092	1.010081	0.076015	-0.486238	-0.212492	0.285695	0.433821	1.599167	-0.010273	-1.919444	0.645527	-0.082714	0.449153	-0.199745	-0.732619	0.020661	1.582272	-0.221256	0.580409	-0.000817	0.261921	-0.389932	-0.099689	-0.339933	0.428575	-0.165391	0.219829	0.510288	-0.455165	0.584759	0.003813
