GENE	Log_Ratio_7440_1	Log_Ratio_7440_2	Log_Ratio_7440_3	Log_Ratio_7440_4	Log_Ratio_7440_5	Log_Ratio_7440_6	Log_Ratio_7440_7	Log_Ratio_7440_8	Log_Ratio_7440_9	Log_Ratio_7440_10	Log_Ratio_7440_11	Log_Ratio_7440_12	Log_Ratio_7441_1	Log_Ratio_7441_2	Log_Ratio_7441_3	Log_Ratio_7441_4	Log_Ratio_7441_5	Log_Ratio_7916_1	Log_Ratio_7916_2	Log_Ratio_7917_1	Log_Ratio_7917_2	Log_Ratio_7917_3	Log_Ratio_7917_4	Log_Ratio_7917_5	Log_Ratio_7917_6	Log_Ratio_7918_1	Log_Ratio_7918_2	Log_Ratio_7918_3	Log_Ratio_7918_4	Log_Ratio_7918_5	Log_Ratio_7918_6	Log_Ratio_7920_1	Log_Ratio_7920_2	Log_Ratio_7920_3	Log_Ratio_7920_4	Log_Ratio_7920_5	Log_Ratio_7920_6	Log_Ratio_7921_1	Log_Ratio_7921_2	Log_Ratio_7921_3	Log_Ratio_7921_4	Log_Ratio_7921_5	Log_Ratio_7921_6	Log_Ratio_7923_1	Log_Ratio_7923_2	Log_Ratio_7923_3	Log_Ratio_7923_4	Log_Ratio_7923_5	Log_Ratio_7923_6	Log_Ratio_7924_1	Log_Ratio_7925_1	Log_Ratio_7926_1	Log_Ratio_7926_2	Log_Ratio_7926_3	Log_Ratio_7926_4	Log_Ratio_7926_5	Log_Ratio_7926_6	Log_Ratio_7927_1	Log_Ratio_7927_2	Log_Ratio_7927_3	Log_Ratio_7927_4	Log_Ratio_7927_5	Log_Ratio_7927_6
GSU3357	1.334578	-0.342130	-0.324978	-1.149189	-1.024402	-0.844977	3.456366	3.501571	2.928665	-0.727881	-0.633210	-1.786073	0.520597	1.742767	0.336718	-0.402155	-0.369453	-0.401625	1.133016	1.185831	0.406183	1.182958	0.687929	1.331182	0.708771	0.079848	0.252549	0.781596	1.290789	0.849077	0.797893	-0.754809	-0.647576	-1.592934	-0.655750	-0.233787	-0.240648	0.106232	0.077523	-0.051603	-0.005125	0.000000	0.092347	-0.545041	-0.287152	0.733436	-0.541883	0.620808	1.311966	-0.555919	-0.051338	0.174723	0.104920	0.038580	-0.016435	0.007142	0.023042	-0.198555	-0.004137	-0.284002	-0.273737	-0.064700	-0.090436
GSU3358	-4.224747	-0.938271	-0.940087	0.974246	1.567694	1.581356	0.230445	0.263705	0.519531	-0.315939	-0.740013	-0.041211	-0.470955	-0.520446	0.016761	0.052509	0.062432	-0.287007	-0.056872	1.108088	0.864099	0.000000	1.226102	-0.244640	-0.401541	-0.410243	-0.564552	-0.051836	-0.613836	-1.067203	-0.930828	-1.512569	-1.313012	-0.614983	-0.383667	0.373629	0.161849	0.648623	0.939857	-0.195160	-0.106649	-0.829287	-0.782746	0.265155	1.139574	0.499207	0.485997	0.964066	0.893603	0.164309	-0.121516	-0.409969	-0.127670	-0.165834	-0.240431	0.425338	0.068987	1.045757	1.842006	0.824284	1.779894	2.262794	1.972143
GSU3359	1.202720	0.085331	0.058998	-2.226768	-1.979433	-1.753287	2.445916	2.741345	3.038784	-0.712775	-0.837071	-0.884450	0.374857	1.520375	1.142104	-1.667747	-0.878203	0.457717	-0.261163	1.121246	1.046454	0.806356	1.081219	0.791722	0.947760	0.452117	0.238045	0.764011	0.533874	0.958748	0.595651	0.233471	-0.612473	-1.344457	-0.873333	-0.211218	-0.345991	0.013349	-0.133875	0.068438	-1.241804	-0.662423	0.096664	0.407309	-0.029471	0.603497	0.000500	0.276997	0.584011	-0.393396	-0.582266	-0.255147	-0.333631	-0.573635	-0.669475	-0.124404	-0.575722	0.000000	-0.323892	-0.335719	-0.368611	-0.055372	-0.257392
GSU3360	1.727124	0.193214	0.475756	-1.421347	-0.913590	-1.337685	0.831588	1.232121	1.970532	-1.038129	-0.899403	-0.838674	0.710359	1.084661	0.809684	-1.770891	-0.841524	-0.488815	0.485732	-1.507772	-1.038212	-1.512353	-0.378417	-0.688278	-0.304503	-1.258379	-0.972483	0.402519	0.300887	0.073132	0.020160	3.293335	2.752979	-0.288820	0.437409	-0.079797	0.044948	0.823933	0.730195	1.167879	0.465161	1.384179	0.880434	-0.921315	-0.851861	0.484843	-0.466034	0.000000	0.275562	-0.004315	1.059085	0.708328	-0.155380	-0.084398	0.781978	0.662095	0.062145	-0.009459	-0.224425	-0.378210	-0.121056	-0.874085	-0.029329
GSU3361	-0.688763	-0.567871	-0.590991	1.011454	1.298172	1.336190	0.098499	0.226475	0.086604	0.789352	0.706017	0.595917	0.376019	0.587361	1.034550	-0.153841	-0.051986	-0.165277	0.882119	-0.395013	-0.401055	-0.603216	-0.926681	0.656170	0.000000	1.909029	1.975070	0.766240	0.553621	1.921414	2.036837	-2.212713	0.058361	-2.539383	-1.540458	-0.694257	-2.183314	-2.154649	-0.192612	-0.368628	-1.414594	-0.335334	-0.772395	-0.112911	0.136483	-0.990984	-0.533135	-1.137116	-0.961257	-0.259588	-0.637350	-0.086562	-0.336256	0.326083	-0.194672	0.858839	0.287424	0.590057	0.727466	0.046063	0.609588	1.029553	0.545439
GSU3362	-0.905426	-0.113550	-0.066490	1.102490	1.508745	1.285449	-0.423896	-0.802522	-0.439857	2.626571	1.692216	0.501070	1.088669	2.389185	0.190342	-0.697138	-0.485725	0.596807	0.397326	2.523756	1.950861	1.971439	1.610303	1.060133	1.266756	1.555091	0.461354	2.002648	1.104820	2.721815	0.859205	-0.601270	-0.710138	0.043448	-0.234152	-0.052628	-0.140654	-0.098228	-0.408375	-0.533287	-0.833662	-0.205449	-0.293502	1.767866	1.037435	1.262936	1.203007	0.770430	0.536304	0.258473	0.000000	-0.217929	-0.706113	-0.401963	-0.353149	-0.893205	-0.503217	-0.460444	-0.129788	-0.156353	-0.369478	-0.134877	-0.243677
GSU3363	-0.057350	0.193549	0.140501	-1.351951	-1.290565	-1.207898	2.298724	2.322641	2.466820	-0.664267	-0.528434	-0.963593	-0.139483	0.770096	1.098367	-0.730714	-0.432360	0.049157	0.177206	0.818567	0.671664	0.823076	0.712511	2.224528	2.609729	0.548154	0.653470	0.251060	0.447790	1.618001	1.338749	1.883190	0.816376	-0.218944	1.358965	-0.667094	0.856577	0.933079	-0.049858	0.174436	-0.369723	-0.611536	-0.857469	-0.981774	-1.221530	-0.820236	-1.277263	-1.088060	-1.419126	0.562559	0.257868	-0.019456	0.000000	-0.353311	-0.255044	-0.276616	-0.235997	0.185899	-0.163876	-0.137425	-0.310253	0.148650	-0.123275
GSU3364	-1.226942	-0.480490	-0.480902	-1.193672	-0.627158	-0.693136	0.772055	0.436104	0.488456	-1.394741	-2.633205	-1.348374	0.070007	-1.120707	-0.984333	-0.365535	-1.091935	-1.413636	0.016635	0.292575	0.322542	-1.024488	-0.483838	0.493297	0.471951	0.919776	1.039065	0.190452	0.055518	2.098067	1.309418	-1.611873	-1.256614	2.334074	0.092177	-2.121122	-2.662098	-1.415639	0.000000	-0.606250	1.182039	-0.417348	-0.950345	0.358969	0.349133	0.894141	0.073743	0.558557	1.147993	0.648261	0.434342	-1.269973	-1.234136	0.222447	-0.004711	-0.243315	-0.492517	0.510757	-0.065354	0.036948	0.047752	0.095627	-0.077979
GSU3365	-3.295149	-1.272604	-1.300579	2.161147	2.779664	2.466812	-1.659648	-2.038097	-1.874222	1.049089	0.614324	1.264645	-0.776273	-1.445601	-1.107713	1.533104	1.336221	0.106080	-0.290184	0.604697	-0.844171	1.541634	0.703610	0.098511	-0.094763	-0.140761	-0.563827	0.481737	0.435790	0.388015	0.000000	-0.044578	0.013614	-0.182157	0.413582	0.283469	0.346788	0.189395	-0.093942	0.103485	-0.016149	0.117153	0.043230	0.440507	-0.009789	0.027785	-0.177644	-0.076883	-1.136839	-0.008745	0.176563	0.470037	-0.277421	0.143466	0.095590	-0.424656	-0.072366	-0.001620	-0.099725	-0.099464	-0.462416	-0.203550	0.002885
GSU3366	-2.828477	-0.856781	-0.685843	1.813310	1.691120	1.796684	-0.621132	-0.428955	-0.699416	0.952697	0.316640	0.140309	-1.526025	0.387009	-0.227502	0.481355	1.131068	-0.381522	0.479882	0.818555	0.566420	1.431761	0.752748	1.181026	0.799341	-0.929893	-1.014386	0.417860	-0.395412	-0.220905	-0.202037	-1.405712	-0.991488	0.110740	0.245128	-0.226141	-0.355739	0.000000	-0.193592	-0.416602	-0.536411	-0.655708	-1.025675	0.998406	1.313964	3.111509	1.026737	1.528431	2.683631	-0.122000	-0.230024	-0.005901	-0.203349	-0.115489	-1.153305	0.468861	0.052077	-0.105480	0.267510	0.116675	-0.185506	0.007580	0.324342
GSU3367	-2.526020	-1.167490	-0.925691	0.839117	1.065335	0.877189	0.514514	0.504810	1.022794	-0.832767	0.106293	-0.132763	-0.674914	-0.066167	-0.465217	0.003410	0.930102	-0.385538	0.276424	0.766063	0.421932	3.396710	2.216486	1.652654	1.942229	-0.619399	-1.016461	1.508811	1.674950	2.769386	1.460364	-0.359072	-0.281403	0.002651	0.253680	0.272840	0.097938	-0.175293	-0.593972	-0.778122	-1.689422	0.203051	-0.038687	-0.715568	0.164118	0.400070	-0.001133	0.665334	0.011464	-0.492816	0.188161	-0.053794	-0.778356	-0.206932	-0.006302	-0.741093	0.000000	-0.524382	-0.339374	-0.175825	-0.524174	-0.530240	0.026775
GSU3368	-3.341564	-2.365861	-2.179121	0.616490	1.441593	1.338727	1.377566	1.862327	1.631049	1.470748	0.943854	1.166262	0.696695	-0.189070	-0.552322	0.383841	1.311719	1.048904	-0.388560	-0.451392	-0.403374	-0.241815	-0.551449	-0.224456	-1.039640	-1.662319	-1.454562	0.042031	0.673103	-1.794076	-1.722125	-0.509359	-0.429040	-0.196295	-0.428729	0.124553	-0.123464	-0.265072	-0.145646	-0.415968	-0.666588	-0.149836	0.094095	1.033931	1.301615	0.592203	1.074632	0.287748	0.415119	0.175140	-0.011464	-0.024352	0.444161	0.000000	0.080135	0.030278	0.388276	-0.152730	-0.200284	0.061678	0.119035	-0.213615	0.001652
GSU3369	-1.640610	-1.168454	-1.113174	0.471602	-0.119109	-0.295763	2.116832	2.233268	2.340391	0.072234	-0.128967	0.749387	-0.559834	0.155135	0.140920	0.495122	1.234342	0.356360	0.229913	1.547097	1.157592	1.749110	1.147539	2.713890	2.448469	1.472312	1.491508	-0.089729	-0.129122	0.470437	0.832042	-1.219066	-0.331937	-1.768727	0.073126	-1.059791	-0.144306	-0.140790	0.719292	-0.734360	-0.141044	1.243327	1.184928	0.429672	0.361235	-0.571808	0.898906	-0.228787	-0.851138	-0.482973	0.550185	-0.545475	-0.366548	-0.676231	-0.028941	-0.143917	0.134859	-0.432011	-0.323381	-0.705389	0.000000	-0.430686	-0.556695
GSU3370	-1.076648	-1.794314	-1.852175	-1.384576	-1.436138	-1.241818	1.142524	1.038711	1.004684	0.661936	0.257443	0.456792	0.132726	-0.530492	-1.383475	0.118747	-0.097331	0.067564	-0.771494	-0.227540	-0.173695	0.438889	-0.098101	-0.215109	-0.393596	-1.217517	-1.265340	0.085893	-0.033945	-0.622433	-0.406652	1.299805	1.245900	0.304839	-0.140347	1.247349	0.353590	1.347357	1.329020	1.190421	1.361082	1.286373	1.599601	-1.623199	-1.666740	-1.300762	-1.781457	-1.319678	-1.216982	0.776300	-0.434067	0.000000	-0.203533	0.002451	-0.372806	-0.129207	0.126225	0.905549	0.814376	0.481667	1.177334	1.520908	1.267213
GSU3371	-1.106145	0.658199	0.717650	1.735694	0.983730	0.986932	-0.707589	-0.639160	0.209310	1.511255	0.753385	0.469829	0.610165	1.364072	0.111975	-0.270927	0.506835	-0.280733	1.209582	-1.725323	-1.612881	-1.134298	-1.282863	-1.054706	-1.289995	-0.062260	-0.201084	-1.092239	-1.287179	-0.391696	-0.090637	0.056949	-0.214775	0.720017	0.567697	0.632114	0.357109	-0.640533	-1.041658	-0.434914	-0.965004	-0.876334	-0.915923	1.589795	1.670475	2.169271	1.661255	2.673711	2.266519	1.249354	0.259945	-0.167014	-0.638749	0.000000	-0.442233	0.080276	-0.021672	-0.286703	0.113434	0.300970	-0.051329	-0.183785	0.097157
GSU3372	-0.935210	-1.075933	-1.189361	0.267431	0.286053	0.643032	0.025267	-0.304072	-0.014810	0.171524	0.557607	-0.512381	-0.288099	0.526298	-0.121474	-0.194571	-0.789180	0.000000	-0.346809	1.360123	1.768230	0.999960	0.488674	1.222360	0.576396	0.924620	0.708674	0.692203	0.827415	0.908714	0.984589	0.784855	-0.417015	-1.627340	1.638366	-0.479519	-0.506787	0.269481	1.829400	1.260982	1.983697	-1.330385	-1.719987	0.396287	-0.522880	-2.325204	-0.314033	-2.633247	-1.994862	-0.277220	0.549172	0.281212	0.976205	0.284397	-0.554911	0.503735	-0.629355	-0.448582	-0.671974	-0.770549	-0.537011	-1.354690	-0.919803
GSU3373	0.134706	-0.096823	-0.064212	-0.866497	-0.909003	-1.039427	0.462240	0.718441	0.948156	-0.822449	-1.059078	-0.298342	0.994457	0.208154	0.659117	-1.670466	-1.396385	-0.433312	-0.048736	-1.060549	-1.142553	-1.661701	-1.308840	-1.822551	-1.648026	-1.156322	-1.309715	-1.089855	-1.217995	-2.905721	-2.616221	1.964021	2.097687	0.818892	0.314008	1.288061	0.669467	-0.251140	0.333279	0.017457	0.102504	0.696138	0.679929	-0.231349	-0.340739	1.131840	-0.021093	1.000393	0.531460	0.843472	0.000000	0.215177	-0.030990	0.133176	-0.012764	-0.107183	0.082381	0.457103	0.273221	0.286884	0.667865	0.113008	0.456990
GSU3374	2.335504	2.618790	2.487956	-0.418413	-1.209086	-0.911801	0.069795	0.040495	0.067531	-0.955482	-1.872547	-1.727172	0.161775	1.557656	0.899258	-1.284565	-1.115138	1.305135	-1.217540	-1.161123	-1.064030	0.128024	-0.271364	-0.252529	-0.737147	0.307159	0.177452	0.291929	-0.174853	-0.386013	0.502772	1.262517	1.023398	1.660385	1.223092	1.695818	1.412815	-0.332577	-0.058888	-0.021583	-0.011730	0.244948	-0.026306	1.729627	1.098742	0.966829	0.991479	1.049644	1.534212	0.402542	-0.151567	-0.150498	-0.146267	-0.026087	-0.202914	0.262900	-0.107653	-0.845656	-0.281196	-0.284756	0.051812	0.000000	-0.113082
GSU3375	0.217217	0.068325	0.059607	-0.094454	0.065899	-0.240521	-1.660959	-1.157394	-1.440147	-1.009252	-0.526057	0.963994	1.421487	-1.942102	-0.527260	-0.118462	-0.814390	-0.695559	-0.096732	-0.123554	-0.255623	-1.281716	-0.547665	-0.546740	-0.029607	-1.960882	1.296534	0.000000	-0.336697	0.995684	0.046925	1.755184	2.362631	1.066034	1.062724	0.531646	0.980814	0.829791	0.343234	0.793648	0.401827	0.125653	-0.018699	2.044473	1.744722	1.176664	1.835315	2.065958	1.891322	-0.003228	-0.344244	-0.830194	-0.651403	-1.078552	1.092045	-0.592093	-0.518797	0.535497	0.023991	-0.407063	0.122018	0.043438	-0.105397
GSU3376	0.627952	1.395017	1.483377	0.509809	0.312379	0.059210	-2.633098	-2.679107	-2.342888	-0.454293	-0.400241	-0.098062	0.291104	-1.410254	-0.465904	-0.173254	0.000000	0.099908	-0.803231	1.183762	0.862532	1.429326	0.329303	1.293433	1.223175	1.840648	2.117672	0.007080	0.139193	1.299660	1.702021	0.670455	1.435585	0.158145	-0.024670	0.579809	-0.157135	-0.087378	-0.362889	-0.360121	0.641134	-0.302431	-0.540593	1.208432	0.621970	0.667697	1.092922	1.113855	0.621434	-0.466680	-0.248640	-0.479341	-0.444860	-0.343433	-0.521890	-1.003837	-0.660490	-0.827136	-0.580764	-0.345850	-0.523039	-1.168616	-0.544931
GSU3377	-0.566411	1.125196	1.225422	1.679896	1.842109	1.973987	-3.162679	-3.136189	-2.896354	1.266855	1.025114	1.048328	1.210451	-0.119064	0.468086	-0.277920	-0.687701	-0.740261	0.977801	-0.348933	0.000000	-0.790360	-0.334854	-0.662040	-0.790306	-1.051034	-0.904266	-0.433437	-0.370844	-1.783939	-1.303093	1.088978	0.559526	-0.040391	0.438783	0.597805	0.198069	0.176305	0.201315	0.146513	0.301958	0.257079	0.580974	0.131791	-0.062506	-0.027870	-0.108458	-0.020769	0.144633	0.213423	0.663598	0.360762	0.201391	0.032299	0.083650	0.274845	-0.093356	-0.383680	-0.435938	-0.308154	-0.314534	-0.122532	-0.226477
GSU3378	-0.746579	0.900858	0.877058	1.130610	1.053467	0.999538	-2.691700	-2.516123	-2.103158	0.822398	0.340754	0.735088	0.243205	0.311461	0.843662	-1.094872	-0.802532	-0.090855	-0.108776	-2.009525	-2.132867	-1.885578	-1.869644	-2.443808	-2.504784	-1.134059	-1.319260	-0.245704	-0.285580	-0.355893	-1.020053	0.589185	0.776423	0.414062	0.876667	0.462902	0.503592	-0.049191	-0.023120	-0.220805	0.000000	0.225987	0.327793	0.285016	0.623749	-0.215346	0.563017	0.757098	0.134973	0.731576	0.179633	-0.187950	-0.049943	0.035712	0.021836	0.043940	0.212200	-0.231620	-0.198492	-0.075813	-0.209940	0.088409	-0.199161
GSU3379	-1.298957	0.983465	1.021767	1.446051	1.478128	1.303685	-3.461979	-3.520312	-2.474573	1.204113	0.846016	1.350030	0.882092	0.661736	0.949099	-1.815369	-1.145280	-0.175263	-0.011826	-0.186551	0.544657	0.034524	-0.572199	0.243495	0.000000	0.364494	0.578099	0.132698	0.714732	-1.000227	-0.147503	0.660537	0.238891	-0.714974	-0.246405	0.422921	0.067502	-0.172942	-0.140776	-0.098058	0.039467	-0.273651	-0.346951	0.569180	0.855699	1.251424	0.810417	0.888879	1.125087	0.089627	-0.355448	-0.590765	-0.524725	0.062729	-0.436092	-0.396209	-0.035816	-0.359186	-0.275909	-0.352686	-0.180952	-0.063021	-0.168869
GSU3380	-0.932940	1.418258	1.665718	1.820766	1.504252	1.392599	-3.230793	-2.749525	-1.842741	0.882920	0.852767	0.784604	0.586816	1.790840	1.588166	-2.107750	-1.205622	-0.316503	0.577484	0.069825	-0.027051	-0.546479	-0.816932	-0.181161	0.056636	-0.688512	-0.446933	-1.339024	-0.933566	-0.617588	-0.657352	1.716979	0.730704	0.223312	0.306234	1.110141	0.276861	0.022586	0.152978	0.012016	0.095864	0.000000	0.530967	-0.109471	-0.549288	-0.334948	-0.129499	-0.723604	0.465706	0.228097	0.305986	-0.616136	-0.253761	-0.021919	-0.444810	0.107069	-0.625189	-0.384395	-0.056844	-0.010236	0.096798	0.012937	-0.008014
GSU3381	-1.494713	0.622566	0.615431	1.513585	0.516583	0.513713	-3.163973	-2.392318	-2.034409	-1.000969	-0.740164	-0.271289	0.578033	0.226928	0.841190	-2.819647	-1.874820	-0.551556	-0.667770	-0.170488	-1.916906	-0.321110	0.769127	-0.248028	-0.937677	1.010912	0.715311	-1.076857	-1.301293	-0.507960	-0.196362	0.000000	-0.060164	1.478102	0.572958	1.351505	1.006684	-0.785728	-0.392314	-0.195201	0.199716	-0.000238	0.150169	0.920795	0.241382	0.388483	0.475316	0.607716	0.700155	0.641297	0.255160	-1.454102	-0.412048	-0.241758	-0.017171	-1.041925	-0.514167	0.175329	0.101134	0.099360	0.391938	0.573700	0.099807
GSU3382	-1.067303	0.668112	0.673039	1.103275	0.872790	1.047181	-2.356683	-2.202090	-1.609906	1.041213	0.875257	1.029801	1.130939	-0.263267	1.535733	-1.606511	-0.765774	0.055470	-0.043023	-1.911166	-1.889975	-1.305757	-1.785382	-0.967725	-2.015861	0.324301	0.307855	1.811971	1.426313	1.853643	0.460381	0.260802	0.096060	-0.453807	-0.428120	0.221510	-0.002089	-0.139219	-0.276389	-0.069743	-0.282231	0.015847	0.130537	1.247835	0.662166	0.913259	0.970968	1.166335	0.964193	0.319364	0.123457	-0.071353	-0.478181	-0.021370	-0.005020	-0.788715	-0.065148	-0.186326	0.000000	-0.089439	0.041910	-0.089186	-0.112796
GSU3383	-1.216520	1.484947	1.146820	1.847038	1.550969	1.522949	-2.161364	-2.197096	-1.478686	0.684809	-0.507792	-0.239060	0.712837	-0.252726	0.368762	-0.078799	-0.567985	-0.400988	0.473824	-0.921665	-1.002888	-1.379806	-1.428733	-2.176041	-2.300176	-0.798763	-0.499316	-1.245961	-0.972708	-2.788529	-2.088699	0.402052	0.412981	0.389479	0.312956	0.801036	0.763744	-0.196774	-0.039470	-0.236188	-0.698961	-0.176777	-0.168000	0.489996	0.307229	0.345220	0.029844	0.391704	0.471643	0.612489	0.233029	-0.011291	0.351680	0.027590	-0.015075	-0.070400	0.000000	0.513669	0.417916	0.416754	0.463666	0.404731	0.469867
GSU3384	-2.840707	-0.992972	-1.057659	1.880108	2.176601	1.811701	-1.776574	-1.573857	-1.133339	0.871089	1.302195	0.900546	-0.526390	-0.034036	0.865179	-0.555890	0.070777	-0.765847	0.693703	0.118675	-0.792185	1.305995	0.706139	-1.084362	0.369069	0.054719	2.827430	0.349794	-0.176132	1.647972	2.149760	0.000000	-0.153168	-0.613909	0.055544	0.436008	0.241526	0.238780	0.159952	0.388349	0.197510	0.257509	0.349036	-0.980929	-0.619829	-1.515482	-0.739295	0.098436	-0.245874	-0.724626	-0.150594	-0.410730	0.371318	-0.120370	0.399625	-0.316837	0.011050	-0.248147	-0.397022	-0.211300	-0.484155	-0.904179	-0.473094
GSU3385	-0.378703	1.526696	1.482224	1.917587	1.468819	1.484546	-2.564960	-2.474206	-2.100165	-0.575762	-1.183838	-0.834866	0.208686	1.326259	1.005422	-2.040051	-1.430578	0.922109	-1.294214	-0.139354	-0.322370	-0.177288	-0.261083	0.086131	-0.089869	0.216634	0.370133	0.112132	0.073741	0.539860	0.400650	1.446972	1.378734	1.268628	1.001787	1.170134	0.770495	-0.384572	-0.470714	-0.237470	-0.463829	0.158002	0.027281	-0.767999	-1.665829	-0.811565	-0.824445	-1.458035	-0.715557	0.584860	0.317767	-0.439251	-0.180478	0.164544	0.165386	0.204242	0.067667	0.137507	-0.149076	-0.084487	-0.107518	-0.157983	0.000000
GSU3386	-0.793642	0.628503	0.646370	-0.906771	0.261425	-0.102534	0.340850	0.099535	0.756435	-1.062580	-0.806019	-0.922368	-0.681819	-1.326312	-0.658700	0.569335	1.322161	-0.298528	-0.011605	0.835794	0.451955	2.346271	-0.257235	1.286303	2.014403	-1.580464	-1.678683	-0.887632	-0.340570	-0.166159	0.444538	2.596864	3.223670	0.476789	0.278709	0.476322	-0.071800	0.572829	0.584250	0.412211	-0.103180	1.038936	0.792947	-1.385958	-1.034982	-1.059365	-1.421687	-0.817311	-1.358762	-1.211514	0.000000	-0.033259	0.106988	-0.227598	-0.178289	-0.377977	-0.298228	0.414868	0.256725	0.494978	0.924110	1.036075	0.116774
GSU3387	-0.018567	0.136086	0.095206	-0.350612	-0.723875	-0.617214	1.598151	1.784843	1.738176	0.624097	0.559801	0.938288	0.141074	1.124142	0.863687	-0.191423	0.464347	0.799682	0.161049	1.308434	1.437079	0.820436	1.006433	1.675818	1.797732	2.414822	2.607216	0.940973	1.229266	2.622745	1.474980	-0.937556	-1.294662	-1.631819	-1.323465	-0.691238	-0.983407	-0.228376	-0.167213	-0.217635	-0.610607	-0.372917	-0.454969	-0.388053	0.203585	0.238863	0.508321	-0.011935	0.389943	-1.324426	-0.488068	-0.858501	0.105452	-0.379238	-0.722380	0.000000	-0.278495	-0.431497	-0.516726	-0.545228	-0.469236	-0.533710	-0.549426
GSU3388	-0.323505	-0.774518	-0.830784	-1.948180	-1.820848	-1.927718	3.211342	2.947994	2.811975	-0.133464	-0.535875	-1.077492	-0.300072	1.038848	0.149661	-0.519952	-0.535597	-0.480258	0.413412	0.789801	1.272699	-1.639694	-0.619017	0.271082	-0.001900	0.480715	0.486840	-0.517590	-0.315452	-0.559224	0.032392	1.562594	-0.905828	0.615889	0.083478	0.150536	0.036106	0.209838	0.000000	0.126496	0.259511	-0.769891	0.911221	-0.568836	0.008121	-0.431099	-0.095964	-0.533965	0.086440	-0.038167	0.933675	-0.398873	-0.363976	-0.024088	-0.403327	0.435581	-0.173823	1.040719	1.035345	0.946400	1.057563	0.953485	0.732826
GSU3389	-0.051350	1.225592	1.272164	1.502861	1.605660	1.847240	-2.027143	-1.908981	-2.231322	1.073888	0.358462	1.017795	0.944719	0.155365	0.839987	-0.311340	-0.093372	-0.026428	0.640572	1.518951	1.454507	0.818571	0.952636	1.500001	2.150402	1.175556	0.959082	0.441214	0.000000	1.366693	1.463934	-1.611748	-1.069599	-0.640295	-0.041461	-0.623161	-0.344547	-1.052384	-0.110692	-0.953508	0.616670	-1.018657	-0.766775	-0.572738	0.280203	0.718507	0.200823	0.454237	0.851268	-0.553668	-0.177317	-0.534684	-0.579824	-0.959197	-1.010479	0.107092	-0.648649	-0.512390	-0.386248	-0.125790	-0.695056	0.072173	-0.362708
GSU3390	0.203615	1.960904	2.000628	2.046124	1.699636	1.459348	-2.006287	-1.955557	-1.920519	0.304509	0.515194	0.000000	0.118025	0.132991	0.950623	0.109306	0.483887	-0.197574	0.915506	1.088869	1.206858	0.558031	1.311547	1.210772	1.720354	-0.690401	0.689883	0.666693	0.749345	1.217980	0.186650	-1.789133	-0.953114	-1.648665	-0.416840	-1.209714	-1.388065	-0.852770	0.162302	-0.637293	-0.588547	-0.371302	-0.176604	-0.354917	0.567122	0.996909	0.152425	0.488594	0.517443	-0.887240	-0.153731	-0.580236	-0.702060	-0.672962	-0.748050	-0.987597	-0.673895	-0.223443	-0.266527	-0.392242	-0.104824	-0.117717	-0.232352
GSU3391	-1.396623	0.399418	0.281094	2.360174	1.936611	2.102556	-3.474076	-3.710355	-3.323396	0.857206	0.791762	1.149632	0.227923	-0.696831	-0.156509	-0.282582	0.063838	-0.371010	0.033346	-0.087493	0.003148	0.298856	0.336405	-0.012159	0.553111	-0.575265	-0.513017	0.765409	0.474083	-0.229220	-0.534472	0.307252	0.221905	0.588526	-0.197124	-0.575427	0.213967	-0.078943	-0.237305	-0.255023	-0.416607	-0.096938	-0.152393	0.491579	0.078461	-0.398244	0.235537	-0.266173	-0.119426	0.134150	-0.086653	-0.851679	-0.787859	0.000000	-0.662891	0.184846	-0.221849	0.081044	0.174317	-0.110442	0.241830	0.185045	0.161906
GSU3392	-1.391549	0.058103	0.141548	1.560489	0.974155	1.139294	-3.113256	-3.125252	-2.612497	0.697712	0.319845	0.531875	0.218617	-0.465066	-0.297693	-0.952580	-0.511422	-0.330340	-0.472918	-0.683528	-0.748593	-0.701870	-1.014520	-0.573449	-0.354747	-0.161645	-0.244309	-0.763754	-0.671284	-0.222424	-0.429779	2.412985	2.750259	0.650874	1.669257	1.187373	0.973354	0.207939	0.184252	0.098196	-0.198375	0.331417	0.424107	0.135495	-0.107245	-0.260481	-0.044566	-0.297686	-0.413761	1.140588	0.484962	-0.263285	-0.732786	0.040667	0.234265	-0.232511	0.000000	0.225100	0.081903	0.096173	0.067208	0.184497	0.203153
GSU3393	-2.187108	0.366834	0.362610	2.549148	1.622273	1.602211	-3.162831	-3.358061	-3.151074	1.159155	0.714610	1.347859	-0.009234	0.021583	0.231380	-0.709598	-0.423460	-0.177899	-0.177831	-0.633256	-0.498325	-0.789745	-0.596886	-0.459305	-0.320120	-1.236486	-1.265351	-0.311471	-0.176338	-0.144073	0.008561	0.690162	0.682294	-0.036706	-0.011983	0.247812	0.008440	0.600411	0.005633	-0.287330	-0.252824	-0.202125	0.000000	0.727858	0.565951	0.328723	0.662433	0.782645	0.275811	0.203851	0.486996	-0.074478	-0.103165	-0.203894	0.127858	-0.519994	-0.140302	0.082601	0.356553	0.260206	0.373354	-0.107962	0.041091
