GENE	Log_Ratio_7440_1	Log_Ratio_7440_2	Log_Ratio_7440_3	Log_Ratio_7440_4	Log_Ratio_7440_5	Log_Ratio_7440_6	Log_Ratio_7440_7	Log_Ratio_7440_8	Log_Ratio_7440_9	Log_Ratio_7440_10	Log_Ratio_7440_11	Log_Ratio_7440_12	Log_Ratio_7441_1	Log_Ratio_7441_2	Log_Ratio_7441_3	Log_Ratio_7441_4	Log_Ratio_7441_5	Log_Ratio_7916_1	Log_Ratio_7916_2	Log_Ratio_7917_1	Log_Ratio_7917_2	Log_Ratio_7917_3	Log_Ratio_7917_4	Log_Ratio_7917_5	Log_Ratio_7917_6	Log_Ratio_7918_1	Log_Ratio_7918_2	Log_Ratio_7918_3	Log_Ratio_7918_4	Log_Ratio_7918_5	Log_Ratio_7918_6	Log_Ratio_7920_1	Log_Ratio_7920_2	Log_Ratio_7920_3	Log_Ratio_7920_4	Log_Ratio_7920_5	Log_Ratio_7920_6	Log_Ratio_7921_1	Log_Ratio_7921_2	Log_Ratio_7921_3	Log_Ratio_7921_4	Log_Ratio_7921_5	Log_Ratio_7921_6	Log_Ratio_7923_1	Log_Ratio_7923_2	Log_Ratio_7923_3	Log_Ratio_7923_4	Log_Ratio_7923_5	Log_Ratio_7923_6	Log_Ratio_7924_1	Log_Ratio_7925_1	Log_Ratio_7926_1	Log_Ratio_7926_2	Log_Ratio_7926_3	Log_Ratio_7926_4	Log_Ratio_7926_5	Log_Ratio_7926_6	Log_Ratio_7927_1	Log_Ratio_7927_2	Log_Ratio_7927_3	Log_Ratio_7927_4	Log_Ratio_7927_5	Log_Ratio_7927_6
GSU3318	0.216847	0.475203	0.408701	-0.059096	-0.186480	-0.065577	-0.912143	-0.636661	-0.305668	0.240677	0.070039	0.284166	2.108535	2.034846	2.078170	-3.050705	-3.366658	-0.288754	0.210422	-1.141282	-0.839597	-0.780544	-1.330914	-1.074383	-0.510914	-1.627255	-1.567940	-1.005163	-0.464435	-0.362175	-0.412496	0.851754	0.858368	0.538859	1.321990	1.929201	1.525665	0.543442	0.311556	0.268024	0.000000	-0.015373	0.023120	-0.613334	-0.693959	0.104560	-0.035096	0.191912	0.453646	0.527603	-0.118130	-0.420677	-0.237020	-0.279880	0.261161	-0.689002	-0.250062	0.237342	0.355337	0.387100	0.472814	0.705525	0.802591
GSU3319	-0.153590	-0.715808	-0.808505	-1.540233	-1.592914	-1.592050	1.516217	1.680586	2.197653	-0.312764	-0.503438	-0.299478	0.742489	0.295577	0.723298	-1.906861	-0.739638	-0.325635	-0.028419	2.388541	2.932018	2.054319	2.451117	0.023127	-0.435640	1.630424	1.258904	0.966648	0.989169	0.671688	-0.111029	0.163047	-0.027689	-0.295682	-0.639256	-0.388170	-0.554748	0.222692	0.230329	0.422660	0.349412	0.963813	0.797789	-0.306133	-0.832086	-0.657234	-0.522656	-0.935546	-0.702817	0.287590	0.367069	-0.366916	-0.212909	-0.451466	-0.450527	0.000000	-0.294188	0.272726	0.364967	0.269642	0.538542	0.414667	0.588528
GSU3320	-2.568579	-0.174444	-0.430180	0.889389	0.278053	0.225527	0.000000	0.088081	0.385033	0.637698	0.606117	0.957604	-1.407065	-0.098314	0.516658	-0.025850	1.387198	1.404898	-1.255848	-1.332980	-0.871405	-2.336736	-1.902270	-1.739350	-2.023831	-0.489081	0.412213	-0.715740	-0.271637	-1.331147	-0.498786	1.047064	0.955273	-0.830192	-0.190648	1.958075	0.572268	0.217891	0.167904	-0.334025	-0.122410	0.624155	0.931197	0.638329	0.025635	1.592216	1.018628	1.262762	1.712166	0.888511	0.718299	-0.008664	-1.151052	-0.026011	-0.599607	-1.748488	0.039650	-0.131347	-0.060755	-0.302879	-0.192377	0.083290	0.034793
GSU3321	-0.460908	0.051336	0.197753	1.794709	1.052304	1.246976	-2.347092	-1.333623	-1.204272	0.800062	0.237826	1.841908	1.424859	0.866120	1.245682	-2.455124	-0.299461	0.369771	-0.056940	0.782040	1.425875	0.528201	1.716621	-0.235816	0.541972	-0.059155	-0.486977	1.899835	1.440633	0.717363	0.677567	0.382281	0.350716	0.179918	-0.033025	0.176962	0.100702	-0.566573	-1.212425	-0.083849	-0.372793	-1.399488	-1.186253	-0.065570	0.295193	1.129965	0.455483	0.362904	0.563552	-0.293107	0.000000	-0.684833	-1.288170	-0.343896	-0.389653	-2.757866	-0.078359	-0.492083	-0.046074	-0.536053	-0.018037	-0.933725	-0.514165
GSU3322	-0.687969	1.387888	1.195037	0.798033	0.197996	-0.111952	-1.693832	-1.502985	-1.224677	-1.094388	-0.496401	-2.084258	-0.865347	0.289891	0.457896	-1.544653	-0.553419	-0.859365	-0.026887	-0.985300	0.062391	-1.941518	-1.493763	-1.711781	-2.422883	0.608550	0.346465	0.004861	0.630966	-0.275766	-0.992612	0.415360	2.707281	1.418149	0.368171	0.201772	1.504956	1.485142	1.086232	1.411497	0.334519	0.936928	0.205831	-0.269459	-0.177208	0.365870	-0.060689	0.519600	-0.302633	1.154144	-0.069266	0.367062	0.547101	0.000000	0.510675	-0.460547	-0.085126	0.885039	-0.282254	-0.266439	-0.770362	0.166037	-0.512447
GSU3323	0.613308	1.995242	1.813317	1.438067	1.849252	1.736871	-1.961390	-1.363544	-1.054687	1.413121	1.045266	0.614322	0.963451	1.755980	1.940750	-1.053344	-0.215529	0.394058	0.962465	0.859005	0.968691	1.586285	1.639532	0.909831	0.689196	0.982297	1.049516	-0.255975	0.028264	0.842196	0.655363	-0.366101	-0.616647	-0.351395	-0.221243	-0.336086	-0.379954	-0.308000	-0.237629	-0.390087	-0.604225	-0.534289	-0.467549	1.869078	2.484653	1.393567	1.538898	1.451981	1.287261	0.000000	-0.276783	-0.346622	-0.583595	-0.418149	-0.356567	-0.588116	-0.512006	-0.320918	-0.432490	-0.096431	-0.480017	-0.696660	-0.147764
GSU3324	-1.282492	-0.610707	-0.596033	-0.934678	-0.549714	-0.686865	1.875491	1.867142	1.431558	-0.594017	-0.715374	0.197537	-0.484184	-0.623830	0.098039	0.247466	0.513279	-0.941172	0.841480	-2.318689	-2.547276	-2.475859	-2.974332	-2.316431	-2.629249	-0.742208	-0.709769	-0.686165	-0.594656	-1.428545	-1.029525	-0.180101	-0.196398	-0.538654	0.008905	-0.047859	0.099882	0.504766	0.450914	0.349428	0.291798	0.329665	0.395998	0.768980	0.000000	-0.324873	0.460305	-0.101070	-0.254582	-0.307090	0.385577	0.656408	0.819497	0.084440	0.219457	0.247238	0.278253	0.590738	0.472348	0.432713	0.285645	0.195360	0.313646
GSU3325	0.784999	0.175887	0.224783	-1.806698	-1.805574	-1.707466	1.679270	1.890186	1.902744	-1.636882	-1.621836	-1.658765	0.266530	0.426178	0.742162	-1.713621	-1.212647	-0.596559	0.000000	1.007797	1.163297	2.060330	1.371443	2.590669	1.839416	0.640597	0.661756	0.881346	0.635545	1.036848	1.082312	-0.256421	-0.656972	0.344039	0.053009	-0.557827	-0.161198	-0.220582	-0.182212	-0.208689	-0.639278	-0.368076	-0.437437	0.422134	0.674595	1.010852	0.315318	1.160738	0.340964	-0.229309	0.081967	-0.119968	0.065387	-0.148792	-0.267289	-0.136679	-0.278710	-0.392523	-0.321204	-0.282456	-0.544713	-0.339808	-0.206047
GSU3326	0.757079	-1.037912	-0.970038	-1.560940	-1.919122	-1.383813	2.634480	2.713675	2.602414	-0.994398	-1.234253	-1.763736	0.198975	0.736082	0.223126	-1.455575	-0.601175	-0.364519	0.005091	0.357544	0.197784	-0.200625	-0.131884	0.325267	-0.045827	-0.466818	-0.628988	0.488393	0.282909	0.242390	0.044327	2.552510	2.261979	0.764802	-0.034073	0.304430	0.221032	0.350247	-0.093075	-0.155912	-0.007864	0.620717	0.663521	-0.136240	-0.674935	-0.792821	-0.676645	-1.058198	-1.243492	0.102144	-0.185136	-0.127166	0.338749	-0.249577	0.314905	-1.021874	0.222625	-0.102987	0.663026	0.253068	0.732565	0.275264	0.000000
GSU3327	0.071041	-0.961183	-0.910635	-1.745869	-1.236791	-1.005424	3.297254	2.699697	3.081509	-0.743416	-1.483719	-1.156628	-0.539634	0.549725	-0.971962	0.694962	0.227668	0.342081	-0.357777	2.003885	0.999358	0.680922	-0.197883	0.065406	0.186243	-0.758929	0.513015	0.579764	0.323173	1.621874	0.130163	0.945829	0.951090	-0.550319	-0.000229	0.824178	0.271648	0.000000	-0.336969	0.302312	0.492058	0.259857	0.037675	-0.606165	-0.652857	-1.428194	-0.764237	-1.023214	-0.774689	0.202474	-0.469237	0.202501	-0.135541	0.540650	0.168082	-0.869294	0.342423	-0.449566	-0.376093	-0.551163	-0.514382	-0.250018	-0.456334
GSU3328	-0.710318	-1.351715	-1.483582	-2.153364	-2.052121	-1.880805	3.508749	3.494077	3.251702	-0.959972	-1.406090	-1.253868	0.007818	-0.572854	-0.296890	-0.025659	-0.361287	-0.226442	-0.273106	0.125977	0.000000	-0.362454	0.034302	0.463013	0.179110	-0.319866	-0.360024	0.484202	0.526896	-0.420341	-0.116899	0.266961	0.197676	0.015301	0.066620	0.359048	0.105164	0.732972	0.706619	0.818081	-0.273808	-0.298277	-0.325759	0.436308	0.415043	0.527972	0.261852	-0.063979	0.236492	-0.245936	0.239048	0.285032	0.240972	-0.038820	0.187960	-0.421353	-0.013336	0.063042	-0.054369	-0.049582	-0.000784	0.141328	0.115369
GSU3329	0.006550	-0.986192	-1.005806	-1.971247	-2.154138	-2.130497	3.707706	3.907694	3.561313	-1.254699	-0.771715	-0.607621	-0.063498	0.290395	0.433060	-0.202930	-0.331474	-0.130175	0.180396	0.220227	0.200716	0.478720	-0.163578	0.124040	0.217060	-0.272999	0.099749	0.020412	-0.293075	-0.414643	-0.088493	0.269525	-0.052375	0.079301	-0.171926	-0.059227	-0.193209	0.015434	-0.016176	0.116021	0.194898	0.038438	-0.205054	-0.257776	0.088545	-0.436837	0.238941	-0.258723	-0.269812	-0.157181	0.043050	0.216969	0.119000	0.231009	0.007166	-0.686367	-0.243500	-0.229205	0.067703	0.000000	0.141102	0.038910	0.151238
GSU3330	1.641597	-0.238518	-0.545879	-1.042047	-2.209727	-1.843487	2.511789	3.059236	2.935940	-1.911017	-2.233969	-1.695386	0.607716	0.159205	0.471723	-1.041938	-0.851482	0.905257	-1.167168	-1.066687	-0.632720	-0.543741	-0.915705	-0.170734	0.401397	-0.952491	-0.498865	-0.645142	0.025418	1.007196	0.529864	0.325954	0.183974	0.313690	0.375289	0.492531	0.266739	0.409955	0.123658	0.051251	0.707563	-0.145965	-0.193794	-0.219069	0.098208	-0.069572	0.000000	0.280844	0.269909	-0.089307	-0.387739	0.434701	0.147400	0.712892	0.349445	0.166792	0.230389	-0.151235	-0.348855	-0.288354	-0.251837	-0.725826	-0.192235
GSU3331	1.418791	-0.305386	-0.229387	-0.632044	-1.348420	-1.410344	2.412543	3.006514	2.508716	-0.699838	-1.489901	-1.367093	0.587268	1.917293	0.970657	-1.735269	-0.963215	0.032512	0.278180	0.088660	-0.299283	-0.031228	-0.374947	-0.590715	-0.377128	-0.041464	0.038664	-0.799611	-0.527963	-1.349507	-1.008158	2.671254	1.591848	0.415743	0.470895	-0.073180	0.720343	-0.104496	-0.431736	0.910634	0.926719	-0.796342	0.000000	0.563087	0.131100	-0.665873	0.124672	-0.361354	-0.051729	0.571507	-0.010870	0.925598	-0.622263	0.567610	0.646433	-0.192119	0.162536	0.018675	0.280619	0.298488	0.019926	-0.615374	0.215233
GSU3332	0.589289	-0.641278	-0.428749	-1.250899	-1.900667	-2.087637	2.039014	2.131854	1.817065	-1.033967	-1.744192	-2.778367	-1.734556	1.345311	1.375323	-1.889842	-1.299792	-0.510246	-0.371177	-0.476953	-0.247049	0.395730	0.000000	-0.297857	-0.297483	-0.176792	0.098529	0.129916	-0.098292	0.608560	-0.046619	0.318234	0.808866	1.050438	0.119094	1.040941	0.604606	-0.208249	-0.927887	-1.171757	-0.983489	-0.049562	-0.171808	0.119751	0.567348	0.153061	0.466174	0.645922	0.275906	-0.334955	-0.602497	-0.540234	-0.678794	0.111726	0.258017	-0.970803	0.442754	0.498438	0.896238	0.875209	0.741670	0.532528	1.301932
GSU3333	1.240739	-0.252287	-0.177916	-1.600156	-1.614950	-1.399524	2.363729	2.723109	2.498465	-2.131805	-2.174595	-1.592858	0.128832	0.243321	-0.129667	-0.866346	-0.258662	0.643801	-0.996809	-0.971798	-1.062115	-0.458591	-0.337517	-0.844934	-0.842201	-1.763433	-2.419407	-0.805356	-0.912695	-1.317880	-1.507895	0.214589	0.503527	-0.382969	0.000000	0.189838	0.095537	0.354838	0.032357	0.095648	0.222264	0.662078	0.723551	0.391710	0.043854	-0.222094	0.240160	0.089177	0.155378	0.165529	0.309147	0.046268	-0.197171	-0.073745	0.220245	-1.098035	-0.038414	0.369252	0.233729	0.139506	0.390755	-0.090705	0.510894
GSU3334	-0.839129	0.693665	0.982521	2.642036	1.642571	1.479137	-1.411599	-2.195768	-0.673480	-0.394393	1.405444	-2.425700	-1.288258	0.827564	0.786588	-0.147301	0.198614	0.703428	-0.552545	-1.370192	-0.705812	-1.683380	-1.574439	-0.484843	-0.922261	-1.272189	-1.203844	-0.357675	-0.384361	-1.484459	-0.559958	0.228662	-0.000268	-0.599658	0.181228	0.722439	0.730713	-0.093184	0.000000	-0.005062	-0.207363	-0.450991	-0.170710	1.499732	1.324796	0.526596	1.069206	0.941814	1.668944	0.472736	-0.141936	0.167208	0.602606	-0.281886	0.209412	0.610710	-0.190624	0.506931	0.586748	0.640504	0.510473	0.592778	0.790381
GSU3335	-0.534728	-0.561287	0.042394	0.545511	0.305124	-0.221948	-0.498124	-0.721992	0.128493	0.026841	0.529890	-1.007727	0.246135	2.006892	0.722030	-2.452062	-1.342809	0.481774	-0.809699	-1.686316	-3.454139	-2.217951	-2.003228	-0.486411	-2.209365	-1.991290	-2.218124	-2.255379	-2.144788	-2.052110	-1.545362	0.128876	0.000041	-0.613126	-0.274067	0.097382	0.164608	0.247814	0.348366	0.237856	0.448487	-0.000639	-0.027196	0.295783	0.115862	0.144724	-0.112662	0.376566	0.541309	0.068935	0.128495	-0.345153	-0.560867	0.000000	-0.075254	-0.226640	0.116984	-0.068214	0.072211	0.083018	0.130472	0.166492	0.004408
GSU3336	-0.579655	-0.041551	0.000000	0.979991	-1.670063	-1.507957	0.553903	0.427419	0.613696	0.172471	-1.283544	-1.891676	1.617470	0.699836	1.094226	-3.159324	-2.013437	0.235272	-0.939765	-0.755926	-0.591381	-0.815059	-2.492803	-1.553718	-1.307090	-0.869128	-0.964529	0.047526	0.341226	-1.582839	-1.889187	0.728715	0.091018	0.425955	0.626960	0.719069	0.516551	-0.549087	-0.147690	0.037434	-0.148249	-0.052145	-0.072154	0.343084	0.292867	1.573843	-0.090501	1.429157	1.360945	0.632072	-0.443995	-0.819503	-0.837964	-0.647554	-0.189489	0.055440	-0.086923	0.608033	0.461415	0.200152	0.376675	0.274354	0.717590
GSU3339	1.210240	-1.156394	-0.869861	-1.400189	-0.217064	-1.105379	-0.481445	-0.517862	0.000000	-0.261136	-0.053053	-1.419301	-1.786598	-0.713951	-0.217559	0.057527	0.047479	0.072738	-1.117979	-1.081677	-0.996590	-0.333400	-0.790222	-0.359229	-0.552880	-0.997459	-1.223614	-0.296208	-0.329171	-0.734409	-0.343485	2.690347	2.487117	0.519526	0.950066	1.980333	1.895180	0.993640	1.032677	0.466239	0.872060	0.118854	0.268883	0.201913	0.641721	-0.144656	-0.018259	0.908767	-0.031742	0.040720	0.235294	-0.292264	-0.662001	0.787997	1.326575	0.656329	0.981313	0.994914	1.045596	0.968184	1.202971	1.942725	1.747195
GSU3340	1.521436	0.029586	0.124524	-0.325926	-1.073602	-1.256405	-0.523377	-0.086958	-0.062463	-0.261965	-0.405222	-0.739031	-0.019818	0.602583	0.078856	-1.474548	-0.461824	0.620189	-1.130089	-1.207702	-1.133170	-1.510797	-1.375414	-1.268648	-0.968502	-1.577875	-1.451472	-0.604922	-0.596141	-0.775035	-0.313525	2.169734	2.235301	0.586871	1.179001	1.681998	1.807293	0.672420	0.781841	0.946776	0.858780	0.720217	0.667858	-0.160936	-0.337875	-0.312840	-0.261810	-0.543053	-0.108488	0.022328	0.805678	0.000000	0.074889	1.011020	1.184932	1.229624	0.980868	1.471744	1.032036	1.090776	1.145218	1.508477	1.199277
GSU3341	0.612715	-1.663495	-1.719748	-2.217104	-2.184920	-2.130631	2.892234	3.113356	3.073657	0.354984	0.811501	-0.126931	-0.153932	0.483663	0.527901	-0.454119	-0.063684	0.547587	-0.411656	0.055463	0.035764	0.704747	0.382871	-0.437445	0.000000	0.357442	0.154279	-0.518397	-0.625107	-0.351503	-0.034548	-1.287086	-1.313203	-0.589880	-0.274089	0.219580	0.086684	-0.598770	-0.740636	-0.104102	0.058301	-0.487351	-0.603948	-0.396163	-0.386531	-0.572569	-0.542890	-0.833495	-0.661022	0.563084	-0.283946	0.719170	1.104180	0.121658	0.256362	0.575539	0.269166	0.098667	0.290214	0.285094	0.290573	0.321144	0.316236
GSU3342	0.475433	-1.344764	-1.365486	-1.905493	-1.815336	-1.599928	2.276126	2.608726	2.319345	-0.302596	-0.079257	-0.637191	-0.290690	0.126531	0.235198	-0.412505	-0.229536	0.204097	-0.432497	0.195965	0.364116	0.188001	0.296383	0.423116	0.525720	0.457188	0.308611	0.028294	0.075772	-0.274638	-0.160332	-0.089584	-0.266245	0.260826	0.261202	0.173691	0.106092	0.084364	-0.054436	0.131241	0.438660	-0.859566	-0.826682	-1.864829	-2.107123	-2.336554	-2.214922	-2.367493	-2.202747	0.100418	-0.085336	0.488339	0.569671	0.144958	0.340163	0.017853	-0.079175	0.000000	-0.154212	-0.185215	-0.186799	0.083484	-0.255478
GSU3343	1.366258	-0.856569	-0.947291	-1.598228	-1.471051	-1.474046	3.737868	3.964917	3.577784	-0.975519	-0.386045	-1.096798	0.103186	0.420819	0.652248	0.136521	0.287768	0.635453	0.004764	-0.612190	-0.472497	-0.706393	-0.471360	-0.248354	-0.653353	-0.083580	-0.109768	0.209295	0.176040	-0.388609	-0.049728	-0.737981	-0.905296	0.254115	-0.321848	-0.199616	-0.178491	-0.351714	-0.017162	0.000276	0.052847	-0.226487	-0.316551	0.533601	0.467973	0.265784	0.500473	0.831414	0.549003	0.122692	-0.120762	0.169945	0.000000	0.021806	-0.070289	-0.082273	0.009902	-0.083926	0.082447	0.048507	0.047938	0.011654	0.049149
GSU3344	1.079989	-1.127979	-1.074938	-1.242686	-1.422682	-1.375571	2.894100	3.044465	2.381056	-1.316268	-1.072358	-1.423895	-0.238173	-0.235734	0.118527	-0.097419	0.179138	-0.423497	0.314032	0.057070	0.135093	0.303008	0.165424	-1.143465	-1.125756	0.214474	1.083972	1.490970	1.665555	1.440267	1.441944	-0.328101	-0.293799	0.506163	0.314687	0.314475	0.863437	0.287874	0.002679	0.887808	0.377460	-0.330661	-0.668989	-0.988427	-0.838910	-1.726308	-0.609823	-0.809648	-1.427816	0.091303	0.173769	0.084566	0.568244	0.289475	0.000000	-0.034551	-0.006904	-0.028429	-0.161209	-0.116058	-0.072293	-0.106116	0.015426
GSU3345	2.366592	-2.040896	-1.149931	-0.555078	-0.623761	-0.585666	1.111949	1.948767	1.027552	-0.010739	0.294453	-0.854217	0.107234	1.572852	-0.522648	-0.979580	0.209239	-0.363139	0.517977	-2.758805	-2.459718	-3.117675	-2.141814	-1.317993	-2.082975	-1.197689	-1.017120	0.005893	0.165147	0.895440	0.257523	0.216361	0.026944	-0.564815	-0.090110	0.715825	0.337602	-0.032597	0.187698	0.433265	0.363400	-0.004827	0.050450	-0.688352	-0.209118	-0.022696	-0.181379	0.290072	-0.015840	-0.415800	-0.534869	0.522611	0.000000	0.114716	0.109501	-0.357313	0.154806	0.031536	0.252279	0.209367	-0.036202	0.327044	0.610160
GSU3346	-0.855867	0.693576	0.648420	0.753949	0.639589	0.743045	-0.918422	-1.180996	-1.109480	0.611635	-0.136823	0.213297	0.141871	-0.319672	0.266095	-0.012509	-0.033314	-0.682484	0.699472	-2.585261	-3.301354	-1.616454	-1.193168	-3.355757	-3.245792	1.234358	1.038787	0.441224	0.514128	0.686912	0.526884	0.168658	-0.172496	-1.023583	-1.501230	0.000000	0.024194	-0.274179	-0.326933	0.202405	0.600650	-1.435053	0.572360	-0.827345	-0.146305	0.305222	-0.708006	0.042450	0.283947	0.808538	-0.112009	0.067923	-0.738606	-0.633696	-0.343152	0.232018	-0.534337	-0.197941	0.215912	0.118917	0.380742	-0.038034	0.448893
GSU3347	1.368083	0.716323	0.699648	-1.093492	-0.901901	-0.805535	1.667584	2.143700	2.162953	-1.884513	-1.523145	-1.213843	0.420599	1.120775	1.161288	-1.487649	-0.658403	0.060549	0.162096	-0.914813	-0.977258	0.255724	-0.214964	-1.044601	-1.383216	-0.233901	-0.635929	-0.144647	-0.339949	-0.977818	-0.752892	2.852576	1.985167	-0.039050	0.943935	1.218227	1.006662	-0.014847	0.814382	2.137844	-0.203521	1.191000	0.340636	-0.173047	0.174942	-0.328297	0.517823	-0.267635	-0.443328	-0.530604	-0.470387	0.846565	0.000000	0.162411	0.169224	-0.001997	-0.321642	0.302150	0.411978	0.213925	0.757183	-0.339577	0.545254
GSU3348	2.344544	1.077724	0.941625	-1.173436	-1.138996	-1.346138	0.190532	0.926653	1.053067	-1.605453	-1.368883	-0.908742	0.636815	0.000000	0.926744	-1.792696	-0.190656	-0.068063	-0.099852	0.600985	0.520342	-0.507007	0.676452	1.200567	1.114223	-0.176192	-0.569678	-0.112163	0.323164	2.476619	1.605790	-0.009465	-0.257925	1.130060	1.006910	0.282248	-0.139781	-0.385776	-0.352278	-0.708952	-1.066327	-0.622597	-0.662909	3.228269	1.597743	-0.303968	2.166515	1.547321	0.023284	-0.267459	0.180154	0.588817	0.741645	-0.537805	-0.189945	0.856264	-0.324256	0.120621	0.180332	0.181159	-0.086445	-0.280654	-0.052211
GSU3349	0.639195	-1.113362	-1.185141	-1.781795	-1.972021	-1.595467	1.997493	2.531871	2.055311	-0.029904	0.240215	-0.543798	-0.203235	0.668002	0.068701	-0.613583	-0.235461	-0.026920	-0.099310	-0.691328	-0.764257	-0.402257	-0.747554	-0.826024	-1.998718	-0.508065	-0.495968	-1.075290	-1.125377	-1.071071	-0.616161	1.002776	0.663300	0.294630	0.702990	0.613733	0.903692	0.765923	0.622053	0.328373	0.743311	0.285516	0.000000	-1.497189	-1.174525	-1.840015	-1.450418	-1.738201	-1.832458	0.426799	0.155748	0.614335	1.107454	0.296391	0.322652	-0.457510	0.770259	0.455603	0.231830	0.247317	0.461381	0.005986	0.295554
GSU3350	1.293267	-0.868060	-0.850654	-1.649359	-1.598851	-1.539131	3.385353	3.634516	3.358478	-0.675644	-0.366587	-1.205359	-0.088604	0.593500	0.333388	0.009868	0.367663	0.132828	0.353497	0.354749	1.116291	-0.274021	0.538321	0.562806	0.632180	1.261515	1.218260	0.504428	0.497218	0.183247	0.645311	0.526144	-0.363848	-0.527730	-0.736848	0.000000	-0.447655	0.211742	0.260423	0.581844	0.118215	0.258571	0.040688	-1.182361	-0.719575	-0.105169	-0.817281	-0.677528	-0.064568	-0.553192	-0.168393	0.601900	0.512102	-0.107995	0.000389	-0.362315	-0.154030	-0.082174	-0.190570	-0.268712	-0.101652	-0.583388	-0.215885
GSU3351	1.017557	-1.238751	-1.320852	-1.957259	-1.811068	-1.744888	3.274096	3.407669	3.161211	-1.176987	-0.662726	-0.866065	0.091496	0.042377	-0.126190	-0.095671	0.122138	0.380945	-0.367285	-0.544952	-0.694270	-0.362498	-0.634848	-0.352259	-0.266194	-1.469223	-1.405839	-0.918529	-0.881281	-0.674995	-0.937396	-0.480851	-0.412503	-0.320361	0.028415	-0.137289	0.011397	0.024094	0.000000	0.294898	0.273170	-0.160987	-0.236224	0.221632	0.125426	-0.060926	0.258739	0.126513	0.097942	0.133600	-0.049193	1.132631	1.287794	0.193753	0.376074	0.211809	0.211870	0.072812	0.003900	0.075231	0.033125	0.026680	0.122538
GSU3352	2.232120	0.020651	-0.080050	-0.966834	-1.380442	-0.969634	3.572847	3.588689	3.183399	-0.463776	-0.511008	-1.789976	0.388041	1.367959	0.924061	-0.280188	0.281797	0.716585	0.356082	-0.891773	-0.668531	-1.389640	-0.915460	-0.988863	-0.919074	0.253571	0.293395	-0.048060	-0.349507	-0.318622	0.015099	-0.764392	-0.260690	0.023948	-0.964726	0.082894	0.719348	-0.388406	0.245410	-0.289548	0.000000	-0.312384	-0.352150	0.312871	0.138166	-0.227111	-0.111040	-0.194707	-0.135162	0.218657	0.317214	0.294466	0.627074	0.372141	0.420573	0.231982	-0.072243	0.372851	-0.259053	0.183879	0.034458	0.233625	-0.230977
GSU3353	-2.057891	-0.706909	-0.302117	1.848642	1.803213	1.565130	0.664420	0.700663	1.079601	0.252575	-0.578000	1.605714	0.000000	1.364934	1.337673	-0.220102	-0.034577	0.356671	0.622501	-1.599339	-1.246134	-1.093082	-0.545960	-1.079625	-1.368898	-1.445164	-1.777278	-1.272663	-0.398254	-2.555250	-1.246128	-0.291248	1.369389	-1.669021	-0.201421	1.694943	1.160747	0.094801	-0.368967	0.475325	0.061000	1.289815	0.300357	0.592125	0.996673	-0.154838	0.283175	0.768516	-0.263669	0.039971	0.406821	0.467006	0.384593	-0.035436	0.124924	0.314133	-0.000241	-0.387050	-0.013840	-0.147045	0.948818	-0.098316	-0.278926
GSU3354	-2.735823	-1.059580	-1.038305	1.513612	1.691665	1.715383	-0.562408	-0.247413	-0.223310	1.701000	1.197920	1.556291	0.711674	-0.001626	0.941826	-0.400171	0.210398	-0.485214	1.070053	0.992555	1.013841	1.116059	1.404191	1.529451	1.620691	1.137445	1.130027	0.937842	0.842081	1.077828	1.105433	-0.555190	-1.727562	-0.737602	-1.157855	-0.776264	-0.577775	-0.455077	-0.402811	0.000000	-0.145837	-0.572659	-0.574018	1.186629	1.966216	0.352736	2.195863	1.498687	1.008799	0.223760	-0.207251	-0.182283	-0.339425	-0.508601	-0.012872	0.102469	-0.418334	-0.246196	-0.013532	-0.408944	-0.334806	-0.580292	0.381864
GSU3355	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.613540	-0.388159	-0.162997	-0.035049	0.096803	-0.625681	0.624048	0.156417	0.111130	0.176187	0.597319	-0.079244	-0.256044	-0.225710	-1.239768	-0.331146	0.285703	0.382687	-0.480449	0.142233	0.491865	0.281933	-1.150919	-1.377339	-2.716951	-3.363554	-2.002066	-2.505026	-2.221293	-2.586241	-0.360152	-0.082402	0.079947	0.737017	0.575940	-0.222862	0.143629	0.101257	0.399140	0.083989	0.122084	0.035049	0.156790	0.275944
GSU3356	0.948535	-0.663349	-0.684432	-1.060207	-1.203593	-1.047319	3.241470	3.221863	2.872105	0.484518	0.348517	-1.312228	0.929369	1.262108	0.724336	-0.749299	-0.022396	0.645641	0.212006	0.403639	0.558638	0.545895	0.785102	0.526106	0.654555	1.960373	1.972190	1.417801	1.634147	1.548622	1.142464	-0.078508	-0.026799	-1.092205	-0.878976	0.434638	-0.290336	-0.214400	-0.151897	0.135727	0.236643	0.201741	-0.082524	-0.675805	-0.773038	-0.111338	0.000902	-0.219435	-0.484691	-0.970853	-0.184261	0.517355	0.274210	-0.265184	0.000000	0.614513	-0.165356	-0.708560	-0.128860	-0.193610	-0.348135	-0.240332	-0.541130
